Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
11,Entry short,2022-02-07 17:00,Short Entry,119.9,8.337,999.6063,22.94,2.29,0.99,28.35,2.83,-8.92,-0.89,56.59,28.30,0
12,Exit long,2022-02-13 21:00,Stop Loss,91.02,10.775,999.81225,-20.06,-2.01,0.99,8.98,0.90,-19.57,-1.96,36.53,18.27,0
12,Entry long,2022-02-13 21:00,Long Entry,92.79,10.775,999.81225,-20.06,-2.01,0.99,8.98,0.90,-19.57,-1.96,36.53,18.27,0
13,Exit long,2022-02-18 21:00,Trailing Stop,91.7,10.996,1000.19616,7.13,0.71,1,12.59,1.26,-19.3,-1.93,43.66,21.83,1
13,Entry long,2022-02-18 17:00,Long Entry,90.96,10.996,1000.19616,7.13,0.71,1,12.59,1.26,-19.3,-1.93,43.66,21.83,1
14,Exit long,2022-02-19 01:00,Trailing Stop,92.25,10.97,1000.0252,10.95,1.09,1.01,16.39,1.64,-2.47,-0.25,54.62,27.31,0
14,Entry long,2022-02-19 01:00,Long Entry,91.16,10.97,1000.0252,10.95,1.09,1.01,16.39,1.64,-2.47,-0.25,54.62,27.31,0
15,Exit long,2022-02-19 13:00,Trailing Stop,91.69,10.999,1000.02908,7.46,0.75,1,12.92,1.29,-0.5,-0.05,62.08,31.04,0
15,Entry long,2022-02-19 13:00,Long Entry,90.92,10.999,1000.02908,7.46,0.75,1,12.92,1.29,-0.5,-0.05,62.08,31.04,0
16,Exit long,2022-02-20 09:00,Stop Loss,87.46,11.218,1000.19688,-20.06,-2.00,0.99,0,0.00,-19.57,-1.96,42.02,21.01,0
16,Entry long,2022-02-20 09:00,Long Entry,89.16,11.218,1000.19688,-20.06,-2.00,0.99,0,0.00,-19.57,-1.96,42.02,21.01,0
17,Exit long,2022-02-22 05:00,Take Profit,84.6,12.186,999.8613,30.06,3.00,1.02,30.57,3.06,-3.91,-0.39,72.08,36.04,0
17,Entry long,2022-02-22 05:00,Long Entry,82.05,12.186,999.8613,30.06,3.00,1.02,30.57,3.06,-3.91,-0.39,72.08,36.04,0
18,Exit short,2022-03-02 13:00,Trailing Stop,100.27,9.847,999.96285,11.61,1.16,0.99,17.03,1.70,-17.83,-1.78,83.69,41.84,0
18,Entry short,2022-03-02 13:00,Short Entry,101.55,9.847,999.96285,11.61,1.16,0.99,17.03,1.70,-17.83,-1.78,83.69,41.84,0
19,Exit long,2022-03-07 21:00,Take Profit,84.14,12.251,999.80411,29.98,3.00,1.02,30.5,3.05,-5.16,-0.52,113.67,56.83,0
19,Entry long,2022-03-07 21:00,Long Entry,81.61,12.251,999.80411,29.98,3.00,1.02,30.5,3.05,-5.16,-0.52,113.67,56.83,0
20,Exit long,2022-03-14 01:00,Trailing Stop,81.27,12.583,999.97101,21.64,2.16,1.01,27.06,2.70,-0.63,-0.06,135.31,67.65,0
20,Entry long,2022-03-14 01:00,Long Entry,79.47,12.583,999.97101,21.64,2.16,1.01,27.06,2.70,-0.63,-0.06,135.31,67.65,0
21,Exit short,2022-03-18 21:00,Stop Loss,91.48,11.139,999.94803,-20.06,-2.00,1.01,5.07,0.51,-19.55,-1.95,115.25,57.62,0
21,Entry short,2022-03-18 21:00,Short Entry,89.77,11.139,999.94803,-20.06,-2.00,1.01,5.07,0.51,-19.55,-1.95,115.25,57.62,0
22,Exit short,2022-03-19 17:00,Trailing Stop,91.56,10.795,999.94085,10.56,1.06,0.99,16.02,1.60,-9.03,-0.90,125.81,62.90,0
22,Entry short,2022-03-19 17:00,Short Entry,92.63,10.795,999.94085,10.56,1.06,0.99,16.02,1.60,-9.03,-0.90,125.81,62.90,0
23,Exit short,2022-03-23 17:00,Stop Loss,94.55,10.778,999.98284,-20.09,-2.01,1.01,1.55,0.15,-19.58,-1.96,105.72,52.86,0
23,Entry short,2022-03-23 17:00,Short Entry,92.78,10.778,999.98284,-20.09,-2.01,1.01,1.55,0.15,-19.58,-1.96,105.72,52.86,0
24,Exit short,2022-03-25 05:00,Trailing Stop,101.97,9.719,999.98791,7.95,0.79,1,13.4,1.34,-0.5,-0.05,113.66,56.83,0
24,Entry short,2022-03-25 05:00,Short Entry,102.89,9.719,999.98791,7.95,0.79,1,13.4,1.34,-0.5,-0.05,113.66,56.83,0
25,Exit short,2022-03-25 13:00,Take Profit,97.17,9.972,999.99216,30.03,3.00,0.98,30.51,3.05,-6.38,-0.64,143.69,71.85,0
25,Entry short,2022-03-25 13:00,Short Entry,100.28,9.972,999.99216,30.03,3.00,0.98,30.51,3.05,-6.38,-0.64,143.69,71.85,0
26,Exit short,2022-03-28 01:00,Stop Loss,108.85,9.361,999.94202,-20.01,-2.00,1.01,8.58,0.86,-19.5,-1.95,123.68,61.84,0
26,Entry short,2022-03-28 01:00,Short Entry,106.82,9.361,999.94202,-20.01,-2.00,1.01,8.58,0.86,-19.5,-1.95,123.68,61.84,0
27,Exit short,2022-03-28 13:00,Stop Loss,111.92,9.104,999.89232,-20.04,-2.00,1.01,9.24,0.92,-19.53,-1.95,103.64,51.82,0
27,Entry short,2022-03-28 13:00,Short Entry,109.83,9.104,999.89232,-20.04,-2.00,1.01,9.24,0.92,-19.53,-1.95,103.64,51.82,0
28,Exit short,2022-03-29 13:00,Stop Loss,113.74,8.959,999.91399,-20.09,-2.01,1.01,0,0.00,-19.58,-1.96,83.55,41.78,0
28,Entry short,2022-03-29 13:00,Short Entry,111.61,8.959,999.91399,-20.09,-2.01,1.01,0,0.00,-19.58,-1.96,83.55,41.78,0
29,Exit short,2022-03-29 21:00,Take Profit,108.1,8.963,999.91228,30.03,3.00,0.98,30.51,3.05,-0.77,-0.08,113.58,56.79,0
29,Entry short,2022-03-29 21:00,Short Entry,111.56,8.963,999.91228,30.03,3.00,0.98,30.51,3.05,-0.77,-0.08,113.58,56.79,0
30,Exit short,2022-03-30 17:00,Trailing Stop,119.71,8.246,999.99242,11.87,1.19,0.99,17.31,1.73,-2.89,-0.29,125.45,62.72,0
30,Entry short,2022-03-30 17:00,Short Entry,121.27,8.246,999.99242,11.87,1.19,0.99,17.31,1.73,-2.89,-0.29,125.45,62.72,0
31,Exit short,2022-03-31 13:00,Trailing Stop,122.38,7.978,999.96252,22.63,2.26,0.99,28.06,2.80,-18.45,-1.84,148.08,74.04,0
31,Entry short,2022-03-31 13:00,Short Entry,125.34,7.978,999.96252,22.63,2.26,0.99,28.06,2.80,-18.45,-1.84,148.08,74.04,0
32,Exit short,2022-04-01 21:00,Trailing Stop,133.67,7.433,999.96149,5.4,0.54,1,10.87,1.09,-0.5,-0.05,153.47,76.74,0
32,Entry short,2022-04-01 21:00,Short Entry,134.53,7.433,999.96149,5.4,0.54,1,10.87,1.09,-0.5,-0.05,153.47,76.74,0
33,Exit short,2022-04-02 17:00,Take Profit,131.64,7.361,1000.06546,30.08,3.01,0.98,30.56,3.05,-12.79,-1.28,183.55,91.78,0
33,Entry short,2022-04-02 17:00,Short Entry,135.86,7.361,1000.06546,30.08,3.01,0.98,30.56,3.05,-12.79,-1.28,183.55,91.78,0
34,Exit short,2022-04-03 13:00,Trailing Stop,134.69,7.348,999.91584,9.22,0.92,0.99,14.71,1.47,-7.04,-0.70,192.77,96.39,0
34,Entry short,2022-04-03 13:00,Short Entry,136.08,7.348,999.91584,9.22,0.92,0.99,14.71,1.47,-7.04,-0.70,192.77,96.39,0
35,Exit long,2022-04-09 09:00,Trailing Stop,111.2,9.044,999.90464,4.79,0.48,1,10.26,1.03,-15.97,-1.60,197.56,98.78,1
35,Entry long,2022-04-09 05:00,Long Entry,110.56,9.044,999.90464,4.79,0.48,1,10.26,1.03,-15.97,-1.60,197.56,98.78,1
36,Exit long,2022-04-12 01:00,Take Profit,102.75,10.034,999.98844,29.99,3.00,1.02,30.51,3.05,-5.02,-0.50,227.55,113.77,0
36,Entry long,2022-04-12 01:00,Long Entry,99.66,10.034,999.98844,29.99,3.00,1.02,30.51,3.05,-5.02,-0.50,227.55,113.77,0
37,Exit long,2022-04-15 01:00,Trailing Stop,101.96,9.928,999.84888,11.4,1.14,1.01,16.87,1.69,-12.51,-1.25,238.95,119.47,1
37,Entry long,2022-04-14 21:00,Long Entry,100.71,9.928,999.84888,11.4,1.14,1.01,16.87,1.69,-12.51,-1.25,238.95,119.47,1
38,Exit long,2022-04-18 09:00,Trailing Stop,98.67,10.336,1000.008,18.84,1.88,1.01,24.31,2.43,-0.81,-0.08,257.78,128.89,0
38,Entry long,2022-04-18 09:00,Long Entry,96.75,10.336,1000.008,18.84,1.88,1.01,24.31,2.43,-0.81,-0.08,257.78,128.89,0
39,Exit long,2022-04-29 21:00,Trailing Stop,94.49,10.645,999.9913,4.85,0.48,1,10.25,1.02,-3.59,-0.36,262.64,131.32,0
39,Entry long,2022-04-29 21:00,Long Entry,93.94,10.645,999.9913,4.85,0.48,1,10.25,1.02,-3.59,-0.36,262.64,131.32,0
40,Exit long,2022-05-05 21:00,Stop Loss,82.86,11.837,999.87139,-20.05,-2.00,0.99,3.17,0.32,-19.56,-1.96,242.59,121.29,0
40,Entry long,2022-05-05 21:00,Long Entry,84.47,11.837,999.87139,-20.05,-2.00,0.99,3.17,0.32,-19.56,-1.96,242.59,121.29,0
41,Exit long,2022-05-07 01:00,Stop Loss,80.19,12.23,999.8025,-20.07,-2.01,0.99,7.94,0.79,-19.58,-1.96,222.52,111.26,3
41,Entry long,2022-05-06 13:00,Long Entry,81.75,12.23,999.8025,-20.07,-2.01,0.99,7.94,0.79,-19.58,-1.96,222.52,111.26,3
42,Exit long,2022-05-07 17:00,Stop Loss,80.19,12.233,1000.04775,-20.07,-2.01,0.99,6.11,0.61,-19.58,-1.96,202.45,101.22,2
42,Entry long,2022-05-07 09:00,Long Entry,81.75,12.233,1000.04775,-20.07,-2.01,0.99,6.11,0.61,-19.58,-1.96,202.45,101.22,2
43,Exit long,2022-05-08 09:00,Trailing Stop,78.98,12.851,999.8078,14.16,1.42,1.01,19.55,1.95,-1.53,-0.15,216.6,108.30,1
43,Entry long,2022-05-08 05:00,Long Entry,77.8,12.851,999.8078,14.16,1.42,1.01,19.55,1.95,-1.53,-0.15,216.6,108.30,1
44,Exit long,2022-05-11 21:00,Take Profit,52.43,19.669,1000.16865,30.06,3.00,1.02,30.58,3.06,-0.5,-0.05,246.66,123.33,0
44,Entry long,2022-05-11 21:00,Long Entry,50.85,19.669,1000.16865,30.06,3.00,1.02,30.58,3.06,-0.5,-0.05,246.66,123.33,0
45,Exit long,2022-05-12 13:00,Stop Loss,43.77,22.406,999.75572,-20.04,-2.00,0.99,0,0.00,-19.54,-1.95,226.63,113.31,0
45,Entry long,2022-05-12 13:00,Long Entry,44.62,22.406,999.75572,-20.04,-2.00,0.99,0,0.00,-19.54,-1.95,226.63,113.31,0
46,Exit long,2022-06-03 17:00,Trailing Stop,38.76,26.205,999.9828,14.72,1.47,1.01,20.2,2.02,-8.1,-0.81,241.34,120.67,0
46,Entry long,2022-06-03 17:00,Long Entry,38.16,26.205,999.9828,14.72,1.47,1.01,20.2,2.02,-8.1,-0.81,241.34,120.67,0
47,Exit long,2022-06-04 05:00,Trailing Stop,37.73,26.809,1000.24379,10.25,1.02,1.01,15.59,1.56,-14.17,-1.42,251.6,125.80,0
47,Entry long,2022-06-04 05:00,Long Entry,37.31,26.809,1000.24379,10.25,1.02,1.01,15.59,1.56,-14.17,-1.42,251.6,125.80,0
48,Exit long,2022-06-11 17:00,Trailing Stop,34.5,29.334,1000.2894,10.73,1.07,1.01,16.22,1.62,-15.75,-1.57,262.32,131.16,0
48,Entry long,2022-06-11 17:00,Long Entry,34.1,29.334,1000.2894,10.73,1.07,1.01,16.22,1.62,-15.75,-1.57,262.32,131.16,0
49,Exit short,2022-06-25 09:00,Take Profit,40.53,23.906,999.98798,30.09,3.01,0.98,30.58,3.06,-5.76,-0.58,292.42,146.21,0
49,Entry short,2022-06-25 09:00,Short Entry,41.83,23.906,999.98798,30.09,3.01,0.98,30.58,3.06,-5.76,-0.58,292.42,146.21,0
50,Exit short,2022-06-26 01:00,Trailing Stop,40.94,24.166,999.98908,9.64,0.96,0.99,14.97,1.50,-10.89,-1.09,302.06,151.03,0
50,Entry short,2022-06-26 01:00,Short Entry,41.38,24.166,999.98908,9.64,0.96,0.99,14.97,1.50,-10.89,-1.09,302.06,151.03,0
51,Exit long,2022-07-13 05:00,Take Profit,34.05,30.275,999.6805,30.17,3.02,1.02,30.68,3.07,-3.22,-0.32,332.22,166.11,1
51,Entry long,2022-07-13 01:00,Long Entry,33.02,30.275,999.6805,30.17,3.02,1.02,30.68,3.07,-3.22,-0.32,332.22,166.11,1
52,Exit short,2022-07-17 09:00,Trailing Stop,39.2,25.15,1000.2155,13.34,1.33,0.99,18.61,1.86,-3.27,-0.33,345.57,172.78,0
52,Entry short,2022-07-17 09:00,Short Entry,39.77,25.15,1000.2155,13.34,1.33,0.99,18.61,1.86,-3.27,-0.33,345.57,172.78,0
53,Exit short,2022-07-18 09:00,Stop Loss,42.42,24.021,999.75402,-20.23,-2.02,1.01,9.35,0.93,-19.72,-1.97,325.34,162.67,0
53,Entry short,2022-07-18 09:00,Short Entry,41.62,24.021,999.75402,-20.23,-2.02,1.01,9.35,0.93,-19.72,-1.97,325.34,162.67,0
54,Exit short,2022-07-18 17:00,Stop Loss,40.81,24.975,999.999,-20.24,-2.02,1.01,6.24,0.62,-19.73,-1.97,305.1,152.55,0
54,Entry short,2022-07-18 17:00,Short Entry,40.04,24.975,999.999,-20.24,-2.02,1.01,6.24,0.62,-19.73,-1.97,305.1,152.55,0
55,Exit short,2022-07-19 01:00,Trailing Stop,42.75,23.255,999.965,4.82,0.48,1,10.2,1.02,-0.5,-0.05,309.92,154.96,0
55,Entry short,2022-07-19 01:00,Short Entry,43,23.255,999.965,4.82,0.48,1,10.2,1.02,-0.5,-0.05,309.92,154.96,0
56,Exit short,2022-07-19 17:00,Trailing Stop,44.81,22.021,1000.19382,12.44,1.24,0.99,17.78,1.78,-15.47,-1.55,322.36,161.18,0
56,Entry short,2022-07-19 17:00,Short Entry,45.42,22.021,1000.19382,12.44,1.24,0.99,17.78,1.78,-15.47,-1.55,322.36,161.18,0
57,Exit short,2022-08-13 05:00,Trailing Stop,46.59,21.199,999.74484,11.09,1.11,0.99,16.46,1.65,-13.01,-1.30,333.45,166.72,0
57,Entry short,2022-08-13 05:00,Short Entry,47.16,21.199,999.74484,11.09,1.11,0.99,16.46,1.65,-13.01,-1.30,333.45,166.72,0
58,Exit short,2022-08-14 09:00,Trailing Stop,45.95,21.427,999.99809,14.44,1.44,0.99,19.86,1.98,-1.36,-0.14,347.88,173.94,0
58,Entry short,2022-08-14 09:00,Short Entry,46.67,21.427,999.99809,14.44,1.44,0.99,19.86,1.98,-1.36,-0.14,347.88,173.94,0
59,Exit long,2022-08-20 01:00,Trailing Stop,37.05,27.337,999.98746,11.84,1.18,1.01,17.27,1.73,-4.87,-0.49,359.72,179.86,0
59,Entry long,2022-08-20 01:00,Long Entry,36.58,27.337,999.98746,11.84,1.18,1.01,17.27,1.73,-4.87,-0.49,359.72,179.86,0
60,Exit long,2022-08-20 21:00,Trailing Stop,35.49,28.368,999.972,5.8,0.58,1,11.13,1.11,-7.88,-0.79,365.53,182.76,0
60,Entry long,2022-08-20 21:00,Long Entry,35.25,28.368,999.972,5.8,0.58,1,11.13,1.11,-7.88,-0.79,365.53,182.76,0
61,Exit long,2022-08-27 01:00,Trailing Stop,32.06,31.407,999.99888,5.91,0.59,1,11.12,1.11,-0.5,-0.05,371.43,185.72,0
61,Entry long,2022-08-27 01:00,Long Entry,31.84,31.407,999.99888,5.91,0.59,1,11.12,1.11,-0.5,-0.05,371.43,185.72,0
62,Exit long,2022-08-28 05:00,Trailing Stop,31.69,31.746,999.68154,5.35,0.53,1,10.61,1.06,-11.61,-1.16,376.78,188.39,2
62,Entry long,2022-08-27 21:00,Long Entry,31.49,31.746,999.68154,5.35,0.53,1,10.61,1.06,-11.61,-1.16,376.78,188.39,2
63,Exit long,2022-08-29 09:00,Take Profit,31.62,32.615,999.9759,30.29,3.03,1.02,30.81,3.08,-19.42,-1.94,407.07,203.54,2
63,Entry long,2022-08-29 01:00,Long Entry,30.66,32.615,999.9759,30.29,3.03,1.02,30.81,3.08,-19.42,-1.94,407.07,203.54,2
64,Exit short,2022-09-13 05:00,Trailing Stop,38.31,25.967,1000.24884,4.46,0.45,1,9.89,0.99,-9.85,-0.98,411.53,205.77,0
64,Entry short,2022-09-13 05:00,Short Entry,38.52,25.967,1000.24884,4.46,0.45,1,9.89,0.99,-9.85,-0.98,411.53,205.77,0
65,Exit long,2022-10-21 05:00,Stop Loss,27.57,35.561,999.61971,-20.19,-2.02,0.99,3.06,0.31,-19.7,-1.97,391.34,195.67,1
65,Entry long,2022-10-21 01:00,Long Entry,28.11,35.561,999.61971,-20.19,-2.02,0.99,3.06,0.31,-19.7,-1.97,391.34,195.67,1
66,Exit long,2022-10-21 17:00,Trailing Stop,28.12,36.271,999.99147,18.94,1.89,1.01,24.16,2.42,-1.23,-0.12,410.28,205.14,1
66,Entry long,2022-10-21 13:00,Long Entry,27.57,36.271,999.99147,18.94,1.89,1.01,24.16,2.42,-1.23,-0.12,410.28,205.14,1
67,Exit short,2022-10-27 09:00,Stop Loss,31.95,31.897,999.97095,-20.15,-2.01,1.01,5.88,0.59,-19.64,-1.96,390.13,195.06,0
67,Entry short,2022-10-27 09:00,Short Entry,31.35,31.897,999.97095,-20.15,-2.01,1.01,5.88,0.59,-19.64,-1.96,390.13,195.06,0
68,Exit short,2022-10-29 13:00,Stop Loss,33.6,30.33,999.9801,-20.12,-2.01,1.01,7.39,0.74,-19.61,-1.96,370.01,185.01,1
68,Entry short,2022-10-29 09:00,Short Entry,32.97,30.33,999.9801,-20.12,-2.01,1.01,7.39,0.74,-19.61,-1.96,370.01,185.01,1
69,Exit short,2022-10-30 13:00,Trailing Stop,32.14,30.618,999.98388,14.93,1.49,0.99,20.32,2.03,-2.03,-0.20,384.94,192.47,1
69,Entry short,2022-10-30 09:00,Short Entry,32.66,30.618,999.98388,14.93,1.49,0.99,20.32,2.03,-2.03,-0.20,384.94,192.47,1
70,Exit short,2022-10-31 17:00,Trailing Stop,32.67,30.33,999.9801,8.1,0.81,1,13.45,1.34,-7.78,-0.78,393.04,196.52,1
70,Entry short,2022-10-31 13:00,Short Entry,32.97,30.33,999.9801,8.1,0.81,1,13.45,1.34,-7.78,-0.78,393.04,196.52,1
71,Exit long,2022-11-21 21:00,Trailing Stop,12.01,84.53,999.9899,14.21,1.42,1.01,18.94,1.89,-0.5,-0.05,407.25,203.63,0
71,Entry long,2022-11-21 21:00,Long Entry,11.83,84.53,999.9899,14.21,1.42,1.01,18.94,1.89,-0.5,-0.05,407.25,203.63,0
72,Exit long,2022-11-22 13:00,Stop Loss,11.82,82.987,999.99335,-20.08,-2.01,0.99,9.46,0.95,-19.59,-1.96,387.17,193.59,0
72,Entry long,2022-11-22 13:00,Long Entry,12.05,82.987,999.99335,-20.08,-2.01,0.99,9.46,0.95,-19.59,-1.96,387.17,193.59,0
73,Exit short,2022-11-25 01:00,Trailing Stop,13.96,70.521,999.98778,14.52,1.45,0.99,19.95,1.99,-4.73,-0.47,401.7,200.85,0
73,Entry short,2022-11-25 01:00,Short Entry,14.18,70.521,999.98778,14.52,1.45,0.99,19.95,1.99,-4.73,-0.47,401.7,200.85,0
74,Exit short,2022-11-26 13:00,Trailing Stop,14.12,69.396,999.99636,19.13,1.91,0.99,25.18,2.52,-2.58,-0.26,420.83,210.42,0
74,Entry short,2022-11-26 13:00,Short Entry,14.41,69.396,999.99636,19.13,1.91,0.99,25.18,2.52,-2.58,-0.26,420.83,210.42,0
75,Exit long,2022-12-19 13:00,Stop Loss,12.03,81.499,999.99273,-20.55,-2.05,0.99,4.39,0.44,-20.06,-2.00,400.28,200.14,1
75,Entry long,2022-12-19 09:00,Long Entry,12.27,81.499,999.99273,-20.55,-2.05,0.99,4.39,0.44,-20.06,-2.00,400.28,200.14,1
76,Exit long,2022-12-20 01:00,Trailing Stop,12.39,82.101,999.99018,16.23,1.62,1.01,21.67,2.17,-1.32,-0.13,416.51,208.26,0
76,Entry long,2022-12-20 01:00,Long Entry,12.18,82.101,999.99018,16.23,1.62,1.01,21.67,2.17,-1.32,-0.13,416.51,208.26,0
77,Exit long,2022-12-22 17:00,Trailing Stop,12.03,84.459,999.99456,15.04,1.50,1.01,20.61,2.06,-14.86,-1.49,431.55,215.78,0
77,Entry long,2022-12-22 17:00,Long Entry,11.84,84.459,999.99456,15.04,1.50,1.01,20.61,2.06,-14.86,-1.49,431.55,215.78,0
78,Exit long,2022-12-24 17:00,Trailing Stop,11.54,88.105,999.99175,15.73,1.57,1.01,21.53,2.15,-4.91,-0.49,447.29,223.64,1
78,Entry long,2022-12-24 13:00,Long Entry,11.35,88.105,999.99175,15.73,1.57,1.01,21.53,2.15,-4.91,-0.49,447.29,223.64,1
79,Exit long,2022-12-26 21:00,Trailing Stop,11.29,89.525,999.99425,9.74,0.97,1.01,14.72,1.47,-1.4,-0.14,457.02,228.51,1
79,Entry long,2022-12-26 17:00,Long Entry,11.17,89.525,999.99425,9.74,0.97,1.01,14.72,1.47,-1.4,-0.14,457.02,228.51,1
80,Exit short,2023-01-09 17:00,Trailing Stop,16.1,61.387,999.99423,10.67,1.07,0.99,16.69,1.67,-0.5,-0.05,467.69,233.85,0
80,Entry short,2023-01-09 17:00,Short Entry,16.29,61.387,999.99423,10.67,1.07,0.99,16.69,1.67,-0.5,-0.05,467.69,233.85,0
81,Exit short,2023-01-15 01:00,Take Profit,22.37,43.308,999.98172,30.2,3.02,0.98,30.68,3.07,-5.26,-0.53,497.89,248.94,0
81,Entry short,2023-01-15 01:00,Short Entry,23.09,43.308,999.98172,30.2,3.02,0.98,30.68,3.07,-5.26,-0.53,497.89,248.94,0
82,Exit short,2023-01-21 01:00,Stop Loss,25.34,40.225,999.9935,-20.32,-2.03,1.01,5.13,0.51,-19.81,-1.98,477.57,238.79,0
82,Entry short,2023-01-21 01:00,Short Entry,24.86,40.225,999.9935,-20.32,-2.03,1.01,5.13,0.51,-19.81,-1.98,477.57,238.79,0
83,Exit short,2023-01-21 13:00,Stop Loss,25.67,39.698,999.99262,-20.06,-2.01,1.01,5.45,0.55,-19.56,-1.95,457.51,228.75,1
83,Entry short,2023-01-21 09:00,Short Entry,25.19,39.698,999.99262,-20.06,-2.01,1.01,5.45,0.55,-19.56,-1.95,457.51,228.75,1
84,Exit short,2023-01-21 21:00,Stop Loss,25.03,40.716,999.98496,-20.15,-2.01,1.01,6.42,0.64,-19.64,-1.96,437.36,218.68,0
84,Entry short,2023-01-21 21:00,Short Entry,24.56,40.716,999.98496,-20.15,-2.01,1.01,6.42,0.64,-19.64,-1.96,437.36,218.68,0
85,Exit long,2023-02-09 05:00,Trailing Stop,22.87,43.956,999.999,4.27,0.43,1,10.05,1.00,-1.82,-0.18,441.63,220.82,0
85,Entry long,2023-02-09 05:00,Long Entry,22.75,43.956,999.999,4.27,0.43,1,10.05,1.00,-1.82,-0.18,441.63,220.82,0
86,Exit long,2023-02-11 09:00,Trailing Stop,20.5,49.043,999.98677,4.39,0.44,1,9.8,0.98,-9.82,-0.98,446.03,223.01,2
86,Entry long,2023-02-11 01:00,Long Entry,20.39,49.043,999.98677,4.39,0.44,1,9.8,0.98,-9.82,-0.98,446.03,223.01,2
87,Exit short,2023-02-19 17:00,Trailing Stop,24.16,40.551,999.98766,19.29,1.93,0.99,24.64,2.46,-0.5,-0.05,465.31,232.66,0
87,Entry short,2023-02-19 17:00,Short Entry,24.66,40.551,999.98766,19.29,1.93,0.99,24.64,2.46,-0.5,-0.05,465.31,232.66,0
88,Exit short,2023-02-20 13:00,Take Profit,25.58,37.878,999.9792,30.08,3.01,0.98,30.56,3.05,-13.38,-1.34,495.39,247.69,1
88,Entry short,2023-02-20 09:00,Short Entry,26.4,37.878,999.9792,30.08,3.01,0.98,30.56,3.05,-13.38,-1.34,495.39,247.69,1
