Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
15,Entry long,2022-03-07 21:00,Long Entry,6.141,162.813,999.834633,29.98,3.00,1.02,30.5,3.05,-8.48,-0.85,48.85,24.42,0
16,Exit long,2022-03-09 01:00,Trailing Stop,6.4511,156.323,1000.154554,7.3,0.73,1,12.79,1.28,-10.82,-1.08,56.14,28.07,0
16,Entry long,2022-03-09 01:00,Long Entry,6.398,156.323,1000.154554,7.3,0.73,1,12.79,1.28,-10.82,-1.08,56.14,28.07,0
17,Exit long,2022-03-10 17:00,Trailing Stop,5.9853,167.926,999.99933,4.09,0.41,1,9.58,0.96,-0.5,-0.05,60.23,30.11,0
17,Entry long,2022-03-10 17:00,Long Entry,5.955,167.926,999.99933,4.09,0.41,1,9.58,0.96,-0.5,-0.05,60.23,30.11,0
18,Exit long,2022-03-11 05:00,Trailing Stop,6.0472,167.757,1000.167234,13.29,1.33,1.01,18.79,1.88,-10.23,-1.02,73.51,36.76,0
18,Entry long,2022-03-11 05:00,Long Entry,5.962,167.757,1000.167234,13.29,1.33,1.01,18.79,1.88,-10.23,-1.02,73.51,36.76,0
19,Exit long,2022-03-12 01:00,Trailing Stop,5.9108,170.91,1000.16532,9.04,0.90,1.01,14.54,1.45,-5.63,-0.56,82.56,41.28,0
19,Entry long,2022-03-12 01:00,Long Entry,5.852,170.91,1000.16532,9.04,0.90,1.01,14.54,1.45,-5.63,-0.56,82.56,41.28,0
20,Exit long,2022-03-14 05:00,Trailing Stop,5.5916,182.215,999.99592,17.87,1.79,1.01,23.37,2.34,-1.05,-0.10,100.43,50.21,1
20,Entry long,2022-03-14 01:00,Long Entry,5.488,182.215,999.99592,17.87,1.79,1.01,23.37,2.34,-1.05,-0.10,100.43,50.21,1
21,Exit short,2022-03-19 05:00,Stop Loss,6.4299,158.453,999.83843,-20.01,-2.00,1.01,1.08,0.11,-19.5,-1.95,80.42,40.21,0
21,Entry short,2022-03-19 05:00,Short Entry,6.31,158.453,999.83843,-20.01,-2.00,1.01,1.08,0.11,-19.5,-1.95,80.42,40.21,0
22,Exit short,2022-03-19 17:00,Trailing Stop,6.4037,152.555,1000.15058,22.25,2.22,0.99,27.72,2.77,-5.38,-0.54,102.66,51.33,0
22,Entry short,2022-03-19 17:00,Short Entry,6.556,152.555,1000.15058,22.25,2.22,0.99,27.72,2.77,-5.38,-0.54,102.66,51.33,0
23,Exit short,2022-03-20 05:00,Take Profit,6.3769,151.975,1000.147475,30.03,3.00,0.98,30.52,3.05,-5.97,-0.60,132.7,66.35,0
23,Entry short,2022-03-20 05:00,Short Entry,6.581,151.975,1000.147475,30.03,3.00,0.98,30.52,3.05,-5.97,-0.60,132.7,66.35,0
24,Exit short,2022-03-22 21:00,Stop Loss,6.6796,152.532,999.84726,-20.01,-2.00,1.01,5.91,0.59,-19.51,-1.95,112.68,56.34,1
24,Entry short,2022-03-22 17:00,Short Entry,6.555,152.532,999.84726,-20.01,-2.00,1.01,5.91,0.59,-19.51,-1.95,112.68,56.34,1
25,Exit short,2022-03-23 21:00,Stop Loss,6.9588,146.455,1000.141195,-20.02,-2.00,1.01,2.14,0.21,-19.51,-1.95,92.66,46.33,1
25,Entry short,2022-03-23 17:00,Short Entry,6.829,146.455,1000.141195,-20.02,-2.00,1.01,2.14,0.21,-19.51,-1.95,92.66,46.33,1
26,Exit short,2022-03-24 05:00,Stop Loss,7.1514,142.531,1000.282558,-20.02,-2.00,1.01,7.77,0.78,-19.51,-1.95,72.64,36.32,0
26,Entry short,2022-03-24 05:00,Short Entry,7.018,142.531,1000.282558,-20.02,-2.00,1.01,7.77,0.78,-19.51,-1.95,72.64,36.32,0
27,Exit short,2022-03-24 13:00,Trailing Stop,7.0715,140.607,999.996984,4.7,0.47,1,10.19,1.02,-0.5,-0.05,77.34,38.67,0
27,Entry short,2022-03-24 13:00,Short Entry,7.112,140.607,999.996984,4.7,0.47,1,10.19,1.02,-0.5,-0.05,77.34,38.67,0
28,Exit short,2022-03-25 05:00,Trailing Stop,6.9944,141.143,1000.280441,12.08,1.21,0.99,17.57,1.76,-0.5,-0.05,89.41,44.71,0
28,Entry short,2022-03-25 05:00,Short Entry,7.087,141.143,1000.280441,12.08,1.21,0.99,17.57,1.76,-0.5,-0.05,89.41,44.71,0
29,Exit short,2022-03-25 13:00,Take Profit,6.8072,142.348,999.9947,30.02,3.00,0.98,30.5,3.05,-8.04,-0.80,119.43,59.72,0
29,Entry short,2022-03-25 13:00,Short Entry,7.025,142.348,999.9947,30.02,3.00,0.98,30.5,3.05,-8.04,-0.80,119.43,59.72,0
30,Exit short,2022-03-31 13:00,Take Profit,7.5097,129.015,999.86625,30.02,3.00,0.98,30.5,3.05,-3.34,-0.33,149.45,74.72,0
30,Entry short,2022-03-31 13:00,Short Entry,7.75,129.015,999.86625,30.02,3.00,0.98,30.5,3.05,-3.34,-0.33,149.45,74.72,0
31,Exit short,2022-04-01 21:00,Trailing Stop,8.3421,118.666,999.998382,9.08,0.91,0.99,14.57,1.46,-0.5,-0.05,158.53,79.26,0
31,Entry short,2022-04-01 21:00,Short Entry,8.427,118.666,999.998382,9.08,0.91,0.99,14.57,1.46,-0.5,-0.05,158.53,79.26,0
32,Exit long,2022-04-09 01:00,Trailing Stop,6.6501,151.952,1000.148064,9.34,0.93,1.01,14.85,1.48,-2.02,-0.20,167.87,83.94,0
32,Entry long,2022-04-09 01:00,Long Entry,6.582,151.952,1000.148064,9.34,0.93,1.01,14.85,1.48,-2.02,-0.20,167.87,83.94,0
33,Exit long,2022-04-11 05:00,Stop Loss,6.3666,154.059,999.84291,-20,-2.00,0.99,1.5,0.15,-19.51,-1.95,147.87,73.94,0
33,Entry long,2022-04-11 05:00,Long Entry,6.49,154.059,999.84291,-20,-2.00,0.99,1.5,0.15,-19.51,-1.95,147.87,73.94,0
34,Exit long,2022-04-11 17:00,Trailing Stop,6.1873,162.443,999.999108,4.08,0.41,1,9.57,0.96,-0.5,-0.05,151.95,75.98,0
34,Entry long,2022-04-11 17:00,Long Entry,6.156,162.443,999.999108,4.08,0.41,1,9.57,0.96,-0.5,-0.05,151.95,75.98,0
35,Exit long,2022-04-12 01:00,Take Profit,6.416,160.694,999.998762,30,3.00,1.02,30.51,3.05,-6.93,-0.69,181.95,90.98,0
35,Entry long,2022-04-12 01:00,Long Entry,6.223,160.694,999.998762,30,3.00,1.02,30.51,3.05,-6.93,-0.69,181.95,90.98,0
36,Exit long,2022-04-27 05:00,Take Profit,6.0087,171.585,999.99738,29.99,3.00,1.02,30.51,3.05,-3.42,-0.34,211.94,105.97,1
36,Entry long,2022-04-27 01:00,Long Entry,5.828,171.585,999.99738,29.99,3.00,1.02,30.51,3.05,-3.42,-0.34,211.94,105.97,1
37,Exit long,2022-05-01 01:00,Trailing Stop,5.0811,200.642,999.999728,18.47,1.85,1.01,23.98,2.40,-6.92,-0.69,230.41,115.21,0
37,Entry long,2022-05-01 01:00,Long Entry,4.984,200.642,999.999728,18.47,1.85,1.01,23.98,2.40,-6.92,-0.69,230.41,115.21,0
38,Exit long,2022-05-02 13:00,Stop Loss,4.8716,201.409,1000.197094,-20,-2.00,0.99,3.73,0.37,-19.51,-1.95,210.41,105.21,0
38,Entry long,2022-05-02 13:00,Long Entry,4.966,201.409,1000.197094,-20,-2.00,0.99,3.73,0.37,-19.51,-1.95,210.41,105.21,0
39,Exit long,2022-05-03 01:00,Trailing Stop,5.0094,202.634,999.99879,14.07,1.41,1.01,19.56,1.96,-13.47,-1.35,224.48,112.24,1
39,Entry long,2022-05-02 21:00,Long Entry,4.935,202.634,999.99879,14.07,1.41,1.01,19.56,1.96,-13.47,-1.35,224.48,112.24,1
40,Exit long,2022-05-03 21:00,Trailing Stop,5.0385,203.5,1000.2025,24.12,2.41,1.01,29.62,2.96,-2.94,-0.29,248.6,124.30,0
40,Entry long,2022-05-03 21:00,Long Entry,4.915,203.5,1000.2025,24.12,2.41,1.01,29.62,2.96,-2.94,-0.29,248.6,124.30,0
41,Exit long,2022-05-05 17:00,Trailing Stop,4.8859,206.91,999.99603,9.94,0.99,1.01,15.43,1.54,-11.47,-1.15,258.54,129.27,0
41,Entry long,2022-05-05 17:00,Long Entry,4.833,206.91,999.99603,9.94,0.99,1.01,15.43,1.54,-11.47,-1.15,258.54,129.27,0
42,Exit long,2022-05-06 13:00,Trailing Stop,4.9724,202.839,999.99627,7.6,0.76,1,13.09,1.31,-0.5,-0.05,266.13,133.07,0
42,Entry long,2022-05-06 13:00,Long Entry,4.93,202.839,999.99627,7.6,0.76,1,13.09,1.31,-0.5,-0.05,266.13,133.07,0
43,Exit long,2022-05-08 09:00,Trailing Stop,4.5905,221.483,999.995745,15.71,1.57,1.01,21.21,2.12,-2.27,-0.23,281.85,140.92,1
43,Entry long,2022-05-08 05:00,Long Entry,4.515,221.483,999.995745,15.71,1.57,1.01,21.21,2.12,-2.27,-0.23,281.85,140.92,1
44,Exit long,2022-06-13 13:00,Take Profit,2.1167,487.092,999.999876,30.01,3.00,1.02,30.53,3.05,-12.19,-1.22,311.86,155.93,0
44,Entry long,2022-06-13 13:00,Long Entry,2.053,487.092,999.999876,30.01,3.00,1.02,30.53,3.05,-12.19,-1.22,311.86,155.93,0
45,Exit long,2022-06-15 09:00,Take Profit,2.0033,514.933,1000.514819,30.03,3.00,1.02,30.55,3.05,-7.71,-0.77,341.89,170.95,0
45,Entry long,2022-06-15 09:00,Long Entry,1.943,514.933,1000.514819,30.03,3.00,1.02,30.55,3.05,-7.71,-0.77,341.89,170.95,0
46,Exit long,2022-06-18 09:00,Trailing Stop,1.9524,520.291,1000.519593,14.29,1.43,1.01,19.79,1.98,-7.26,-0.73,356.18,178.09,0
46,Entry long,2022-06-18 09:00,Long Entry,1.923,520.291,1000.519593,14.29,1.43,1.01,19.79,1.98,-7.26,-0.73,356.18,178.09,0
47,Exit long,2022-07-01 17:00,Trailing Stop,2.2897,442.477,1000.440497,11.69,1.17,1.01,17.2,1.72,-0.5,-0.05,367.88,183.94,0
47,Entry long,2022-07-01 17:00,Long Entry,2.261,442.477,1000.440497,11.69,1.17,1.01,17.2,1.72,-0.5,-0.05,367.88,183.94,0
48,Exit long,2022-07-02 05:00,Trailing Stop,2.1902,459.347,999.539072,5.52,0.55,1,10.98,1.10,-0.5,-0.05,373.4,186.70,0
48,Entry long,2022-07-02 05:00,Long Entry,2.176,459.347,999.539072,5.52,0.55,1,10.98,1.10,-0.5,-0.05,373.4,186.70,0
49,Exit long,2022-07-13 05:00,Trailing Stop,2.0818,489.715,999.99803,18.48,1.85,1.01,23.99,2.40,-5.89,-0.59,391.88,195.94,1
49,Entry long,2022-07-13 01:00,Long Entry,2.042,489.715,999.99803,18.48,1.85,1.01,23.99,2.40,-5.89,-0.59,391.88,195.94,1
50,Exit short,2022-07-28 09:00,Stop Loss,2.8176,361.794,1000.36041,-20.04,-2.00,1.01,0,0.00,-19.53,-1.95,371.84,185.92,0
50,Entry short,2022-07-28 09:00,Short Entry,2.765,361.794,1000.36041,-20.04,-2.00,1.01,0,0.00,-19.53,-1.95,371.84,185.92,0
51,Exit short,2022-07-29 17:00,Stop Loss,2.9052,350.754,999.999654,-20.02,-2.00,1.01,6.16,0.62,-19.51,-1.95,351.82,175.91,0
51,Entry short,2022-07-29 17:00,Short Entry,2.851,350.754,999.999654,-20.02,-2.00,1.01,6.16,0.62,-19.51,-1.95,351.82,175.91,0
52,Exit short,2022-07-30 05:00,Trailing Stop,2.8283,347.826,1000.347576,15.6,1.56,0.99,21.07,2.10,-12.67,-1.27,367.41,183.71,0
52,Entry short,2022-07-30 05:00,Short Entry,2.876,347.826,1000.347576,15.6,1.56,0.99,21.07,2.10,-12.67,-1.27,367.41,183.71,0
53,Exit short,2022-07-30 21:00,Stop Loss,2.8848,353.232,999.999792,-20.01,-2.00,1.01,7.62,0.76,-19.5,-1.95,347.4,173.70,0
53,Entry short,2022-07-30 21:00,Short Entry,2.831,353.232,999.999792,-20.01,-2.00,1.01,7.62,0.76,-19.5,-1.95,347.4,173.70,0
54,Exit short,2022-07-31 13:00,Take Profit,2.9099,333.111,1000.332333,30.03,3.00,0.98,30.51,3.05,-16.16,-1.61,377.43,188.71,0
54,Entry short,2022-07-31 13:00,Short Entry,3.003,333.111,1000.332333,30.03,3.00,0.98,30.51,3.05,-16.16,-1.61,377.43,188.71,0
55,Exit long,2022-08-20 01:00,Trailing Stop,2.2331,455.166,999.999702,15.42,1.54,1.01,20.89,2.09,-4.14,-0.41,392.85,196.43,0
55,Entry long,2022-08-20 01:00,Long Entry,2.197,455.166,999.999702,15.42,1.54,1.01,20.89,2.09,-4.14,-0.41,392.85,196.43,0
56,Exit long,2022-08-20 21:00,Trailing Stop,2.1663,465.116,999.9994,6.58,0.66,1,12.06,1.21,-6.08,-0.61,399.43,199.72,0
56,Entry long,2022-08-20 21:00,Long Entry,2.15,465.116,999.9994,6.58,0.66,1,12.06,1.21,-6.08,-0.61,399.43,199.72,0
57,Exit long,2022-08-27 01:00,Stop Loss,2.0081,488.281,999.511207,-19.98,-2.00,0.99,5.85,0.58,-19.49,-1.95,379.45,189.72,0
57,Entry long,2022-08-27 01:00,Long Entry,2.047,488.281,999.511207,-19.98,-2.00,0.99,5.85,0.58,-19.49,-1.95,379.45,189.72,0
58,Exit long,2022-08-28 05:00,Trailing Stop,2.031,495.294,999.503292,5.44,0.54,1,10.89,1.09,-15.36,-1.54,384.88,192.44,3
58,Entry long,2022-08-27 17:00,Long Entry,2.018,495.294,999.503292,5.44,0.54,1,10.89,1.09,-15.36,-1.54,384.88,192.44,3
59,Exit long,2022-08-29 05:00,Trailing Stop,1.9882,506.072,1000.504344,4.66,0.47,1,10.13,1.01,-13.15,-1.31,389.55,194.77,1
59,Entry long,2022-08-29 01:00,Long Entry,1.977,506.072,1000.504344,4.66,0.47,1,10.13,1.01,-13.15,-1.31,389.55,194.77,1
60,Exit long,2022-09-07 09:00,Trailing Stop,1.9893,512.82,999.48618,19.66,1.97,1.01,25.14,2.51,-6.65,-0.67,409.2,204.60,1
60,Entry long,2022-09-07 05:00,Long Entry,1.949,512.82,999.48618,19.66,1.97,1.01,25.14,2.51,-6.65,-0.67,409.2,204.60,1
61,Exit short,2022-09-11 01:00,Trailing Stop,2.1659,455.373,999.999108,12.71,1.27,0.99,18.17,1.82,-16.44,-1.64,421.92,210.96,3
61,Entry short,2022-09-10 13:00,Short Entry,2.196,455.373,999.999108,12.71,1.27,0.99,18.17,1.82,-16.44,-1.64,421.92,210.96,3
62,Exit short,2022-09-12 13:00,Trailing Stop,2.1609,455.788,1000.45466,14.55,1.45,0.99,20.01,2.00,-2.78,-0.28,436.47,218.23,0
62,Entry short,2022-09-12 13:00,Short Entry,2.195,455.788,1000.45466,14.55,1.45,0.99,20.01,2.00,-2.78,-0.28,436.47,218.23,0
63,Exit long,2022-09-14 13:00,Stop Loss,1.9835,494.559,999.998298,-20.03,-2.00,0.99,0,0.00,-19.54,-1.95,416.44,208.22,0
63,Entry long,2022-09-14 13:00,Long Entry,2.022,494.559,999.998298,-20.03,-2.00,0.99,0,0.00,-19.54,-1.95,416.44,208.22,0
64,Exit long,2022-09-15 09:00,Stop Loss,1.9718,497.512,999.99912,-20,-2.00,0.99,0,0.00,-19.5,-1.95,396.44,198.22,1
64,Entry long,2022-09-15 05:00,Long Entry,2.01,497.512,999.99912,-20,-2.00,0.99,0,0.00,-19.5,-1.95,396.44,198.22,1
65,Exit long,2022-09-16 09:00,Trailing Stop,1.9972,507.614,999.99958,12.8,1.28,1.01,18.28,1.83,-13.7,-1.37,409.24,204.62,1
65,Entry long,2022-09-16 05:00,Long Entry,1.97,507.614,999.99958,12.8,1.28,1.01,18.28,1.83,-13.7,-1.37,409.24,204.62,1
66,Exit long,2022-09-21 09:00,Trailing Stop,1.7941,560.538,999.439254,5.22,0.52,1,10.71,1.07,-0.5,-0.05,414.46,207.23,0
66,Entry long,2022-09-21 09:00,Long Entry,1.783,560.538,999.439254,5.22,0.52,1,10.71,1.07,-0.5,-0.05,414.46,207.23,0
67,Exit long,2022-09-21 17:00,Stop Loss,1.7275,567.859,999.999699,-20.01,-2.00,0.99,3.48,0.35,-19.52,-1.95,394.45,197.22,0
67,Entry long,2022-09-21 17:00,Long Entry,1.761,567.859,999.999699,-20.01,-2.00,0.99,3.48,0.35,-19.52,-1.95,394.45,197.22,0
68,Exit long,2022-09-22 09:00,Trailing Stop,1.7724,578.703,1000.577487,24.1,2.41,1.01,29.59,2.96,-0.5,-0.05,418.55,209.27,2
68,Entry long,2022-09-22 01:00,Long Entry,1.729,578.703,1000.577487,24.1,2.41,1.01,29.59,2.96,-0.5,-0.05,418.55,209.27,2
69,Exit long,2022-09-28 13:00,Take Profit,1.6868,610.873,999.388228,30.02,3.00,1.01,30.53,3.05,-12.11,-1.21,448.57,224.28,2
69,Entry long,2022-09-28 05:00,Long Entry,1.636,610.873,999.388228,30.02,3.00,1.01,30.53,3.05,-12.11,-1.21,448.57,224.28,2
70,Exit long,2022-10-13 13:00,Trailing Stop,1.5385,666.666,999.999,24.65,2.46,1.01,30.17,3.02,-3.17,-0.32,473.22,236.61,0
70,Entry long,2022-10-13 13:00,Long Entry,1.5,666.666,999.999,24.65,2.46,1.01,30.17,3.02,-3.17,-0.32,473.22,236.61,0
71,Exit short,2022-10-29 05:00,Stop Loss,1.7069,597.014,999.99845,-20.05,-2.00,1.01,1.89,0.19,-19.54,-1.95,453.17,226.58,2
71,Entry short,2022-10-28 21:00,Short Entry,1.675,597.014,999.99845,-20.05,-2.00,1.01,1.89,0.19,-19.54,-1.95,453.17,226.58,2
72,Exit short,2022-11-05 05:00,Trailing Stop,1.8323,535.618,999.998806,17.6,1.76,0.99,23.07,2.31,-10.14,-1.01,470.76,235.38,0
72,Entry short,2022-11-05 05:00,Short Entry,1.867,535.618,999.998806,17.6,1.76,0.99,23.07,2.31,-10.14,-1.01,470.76,235.38,0
73,Exit short,2022-12-02 05:00,Stop Loss,1.3614,748.502,999.998672,-20.02,-2.00,1.01,1.75,0.17,-19.51,-1.95,450.74,225.37,0
73,Entry short,2022-12-02 05:00,Short Entry,1.336,748.502,999.998672,-20.02,-2.00,1.01,1.75,0.17,-19.51,-1.95,450.74,225.37,0
74,Exit short,2022-12-02 13:00,Trailing Stop,1.3428,733.675,1000.7327,14.56,1.45,0.99,20.04,2.00,-1.97,-0.20,465.3,232.65,0
74,Entry short,2022-12-02 13:00,Short Entry,1.364,733.675,1000.7327,14.56,1.45,0.99,20.04,2.00,-1.97,-0.20,465.3,232.65,0
75,Exit short,2022-12-05 09:00,Trailing Stop,1.3287,739.644,1000.738332,16.98,1.70,0.99,22.43,2.24,-12.33,-1.23,482.28,241.14,0
75,Entry short,2022-12-05 09:00,Short Entry,1.353,739.644,1000.738332,16.98,1.70,0.99,22.43,2.24,-12.33,-1.23,482.28,241.14,0
76,Exit short,2022-12-06 01:00,Trailing Stop,1.3498,734.214,999.265254,7.23,0.72,1,12.72,1.27,-0.5,-0.05,489.51,244.76,0
76,Entry short,2022-12-06 01:00,Short Entry,1.361,734.214,999.265254,7.23,0.72,1,12.72,1.27,-0.5,-0.05,489.51,244.76,0
77,Exit long,2022-12-12 21:00,Trailing Stop,1.2658,797.448,999.999792,8.41,0.84,1,13.85,1.38,-1.3,-0.13,497.92,248.96,1
77,Entry long,2022-12-12 17:00,Long Entry,1.254,797.448,999.999792,8.41,0.84,1,13.85,1.38,-1.3,-0.13,497.92,248.96,1
78,Exit long,2022-12-13 09:00,Take Profit,1.2692,812.347,999.999157,30.02,3.00,1.02,30.53,3.05,-7.81,-0.78,527.93,263.97,0
78,Entry long,2022-12-13 09:00,Long Entry,1.231,812.347,999.999157,30.02,3.00,1.02,30.53,3.05,-7.81,-0.78,527.93,263.97,0
79,Exit long,2022-12-20 05:00,Trailing Stop,1.1175,907.441,1000.907423,12.15,1.21,1.01,17.65,1.76,-5.04,-0.50,540.08,270.04,1
79,Entry long,2022-12-20 01:00,Long Entry,1.103,907.441,1000.907423,12.15,1.21,1.01,17.65,1.76,-5.04,-0.50,540.08,270.04,1
80,Exit long,2022-12-28 13:00,Trailing Stop,1.0668,947.867,999.999685,10.18,1.02,1.01,15.61,1.56,-2.4,-0.24,550.26,275.13,0
80,Entry long,2022-12-28 13:00,Long Entry,1.055,947.867,999.999685,10.18,1.02,1.01,15.61,1.56,-2.4,-0.24,550.26,275.13,0
81,Exit short,2023-01-05 05:00,Trailing Stop,1.1086,891.265,1000.890595,11.84,1.18,0.99,17.32,1.73,-0.5,-0.05,562.1,281.05,0
81,Entry short,2023-01-05 05:00,Short Entry,1.123,891.265,1000.890595,11.84,1.18,0.99,17.32,1.73,-0.5,-0.05,562.1,281.05,0
82,Exit short,2023-01-07 09:00,Trailing Stop,1.1347,876.424,999.999784,4.52,0.45,1,10.02,1.00,-1.38,-0.14,566.63,283.31,0
82,Entry short,2023-01-07 09:00,Short Entry,1.141,876.424,999.999784,4.52,0.45,1,10.02,1.00,-1.38,-0.14,566.63,283.31,0
83,Exit short,2023-01-09 17:00,Trailing Stop,1.2091,816.326,999.99935,11.99,1.20,0.99,17.46,1.75,-12.74,-1.27,578.61,289.31,0
83,Entry short,2023-01-09 17:00,Short Entry,1.225,816.326,999.99935,11.99,1.20,0.99,17.46,1.75,-12.74,-1.27,578.61,289.31,0
84,Exit short,2023-01-10 21:00,Trailing Stop,1.2212,803.858,999.999352,17.34,1.73,0.99,22.81,2.28,-9.34,-0.93,595.95,297.97,0
84,Entry short,2023-01-10 21:00,Short Entry,1.244,803.858,999.999352,17.34,1.73,0.99,22.81,2.28,-9.34,-0.93,595.95,297.97,0
85,Exit short,2023-01-12 05:00,Trailing Stop,1.2423,786.782,999.21314,20.81,2.08,0.99,26.25,2.63,-0.5,-0.05,616.75,308.38,0
85,Entry short,2023-01-12 05:00,Short Entry,1.27,786.782,999.21314,20.81,2.08,0.99,26.25,2.63,-0.5,-0.05,616.75,308.38,0
86,Exit short,2023-01-13 05:00,Trailing Stop,1.2935,767.459,999.999077,6.29,0.63,1,11.78,1.18,-0.5,-0.05,623.05,311.52,0
86,Entry short,2023-01-13 05:00,Short Entry,1.303,767.459,999.999077,6.29,0.63,1,11.78,1.18,-0.5,-0.05,623.05,311.52,0
87,Exit short,2023-01-15 21:00,Trailing Stop,1.4915,661.375,1000.660375,13.23,1.32,0.99,18.68,1.87,-18.36,-1.83,636.27,318.14,0
87,Entry short,2023-01-15 21:00,Short Entry,1.513,661.375,1000.660375,13.23,1.32,0.99,18.68,1.87,-18.36,-1.83,636.27,318.14,0
88,Exit short,2023-01-17 13:00,Trailing Stop,1.5197,643.086,999.99873,21.71,2.17,0.99,27.15,2.71,-5,-0.50,657.99,328.99,0
