Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
167,Exit short,2023-12-26 13:00,Take Profit,1.5252,635.324,999.999976,30.02,3.00,0.98,30.5,3.05,-17.65,-1.76,924.23,462.12,0
167,Entry short,2023-12-26 13:00,Short Entry,1.574,635.324,999.999976,30.02,3.00,0.98,30.5,3.05,-17.65,-1.76,924.23,462.12,0
168,Exit long,2024-01-05 21:00,Stop Loss,1.2164,807.102,1000.80648,-20.04,-2.00,0.99,0,0.00,-19.55,-1.95,904.19,452.10,0
168,Entry long,2024-01-05 21:00,Long Entry,1.24,807.102,1000.80648,-20.04,-2.00,0.99,0,0.00,-19.55,-1.95,904.19,452.10,0
169,Exit long,2024-01-06 13:00,Trailing Stop,1.2141,836.82,1000.83672,14.14,1.41,1.01,24.6,2.46,-14.73,-1.47,918.33,459.17,1
169,Entry long,2024-01-06 09:00,Long Entry,1.196,836.82,1000.83672,14.14,1.41,1.01,24.6,2.46,-14.73,-1.47,918.33,459.17,1
170,Exit long,2024-01-19 09:00,Trailing Stop,1.1288,890.471,999.998933,4.16,0.42,1,14.64,1.46,-5.84,-0.58,922.49,461.25,1
170,Entry long,2024-01-19 05:00,Long Entry,1.123,890.471,999.998933,4.16,0.42,1,14.64,1.46,-5.84,-0.58,922.49,461.25,1
171,Exit long,2024-01-19 21:00,Trailing Stop,1.1268,888.888,999.999,0.6,0.06,1,11.06,1.11,-4.06,-0.41,923.09,461.55,1
171,Entry long,2024-01-19 17:00,Long Entry,1.125,888.888,999.999,0.6,0.06,1,11.06,1.11,-4.06,-0.41,923.09,461.55,1
