Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
16,Entry long,2022-03-07 21:00,Long Entry,2489.84,0.4016,999.919744,29.98,3.00,1.02,30.5,3.05,-5.11,-0.51,71.47,35.73,0
17,Exit short,2022-03-19 17:00,Trailing Stop,2920.09,0.339,999.83982,8.93,0.89,0.99,19.43,1.94,-6.65,-0.66,80.4,40.20,0
17,Entry short,2022-03-19 17:00,Short Entry,2949.38,0.339,999.83982,8.93,0.89,0.99,19.43,1.94,-6.65,-0.66,80.4,40.20,0
18,Exit short,2022-03-22 17:00,Trailing Stop,2986.44,0.3341,999.891139,1.12,0.11,1,11.62,1.16,-12.76,-1.28,81.53,40.76,3
18,Entry short,2022-03-22 05:00,Short Entry,2992.79,0.3341,999.891139,1.12,0.11,1,11.62,1.16,-12.76,-1.28,81.53,40.76,3
19,Exit short,2022-03-23 17:00,Stop Loss,3017.68,0.3376,999.772016,-20.01,-2.00,1.01,0.52,0.05,-19.5,-1.95,61.52,30.76,0
19,Entry short,2022-03-23 17:00,Short Entry,2961.41,0.3376,999.772016,-20.01,-2.00,1.01,0.52,0.05,-19.5,-1.95,61.52,30.76,0
20,Exit short,2022-03-24 09:00,Stop Loss,3074.01,0.3314,999.731066,-20.01,-2.00,1.01,4.7,0.47,-19.5,-1.95,41.51,20.76,2
20,Entry short,2022-03-24 01:00,Short Entry,3016.69,0.3314,999.731066,-20.01,-2.00,1.01,4.7,0.47,-19.5,-1.95,41.51,20.76,2
21,Exit short,2022-03-25 05:00,Stop Loss,3166.29,0.3218,999.91305,-20.01,-2.00,1.01,6.58,0.66,-19.5,-1.95,21.51,10.75,3
