Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
75,Exit long,2022-12-18 05:00,Stop Loss,0.108,9090.909,1000.909081,-20.08,-2.01,0.99,4.05,0.40,-19.59,-1.96,346.64,173.32,2
75,Entry long,2022-12-17 21:00,Long Entry,0.1101,9090.909,1000.909081,-20.08,-2.01,0.99,4.05,0.40,-19.59,-1.96,346.64,173.32,2
76,Exit long,2022-12-18 21:00,Stop Loss,0.10575,9276.437,999.9999086,-20.01,-2.00,0.99,8.78,0.88,-19.52,-1.95,326.63,163.31,1
76,Entry long,2022-12-18 17:00,Long Entry,0.1078,9276.437,999.9999086,-20.01,-2.00,0.99,8.78,0.88,-19.52,-1.95,326.63,163.31,1
77,Exit long,2022-12-19 09:00,Trailing Stop,0.10665,9442.87,999.055646,7.02,0.70,1,17.44,1.74,-1.44,-0.14,333.65,166.83,1
77,Entry long,2022-12-19 05:00,Long Entry,0.1058,9442.87,999.055646,7.02,0.70,1,17.44,1.74,-1.44,-0.14,333.65,166.83,1
78,Exit long,2022-12-20 05:00,Trailing Stop,0.10615,9487.666,1000.948763,5.16,0.52,1,15.63,1.56,-3.35,-0.33,338.82,169.41,1
78,Entry long,2022-12-20 01:00,Long Entry,0.1055,9487.666,1000.948763,5.16,0.52,1,15.63,1.56,-3.35,-0.33,338.82,169.41,1
79,Exit short,2023-01-07 21:00,Take Profit,0.11095,8733.624,999.999948,30.02,3.00,0.98,30.5,3.05,-0.5,-0.05,368.84,184.42,4
79,Entry short,2023-01-07 05:00,Short Entry,0.1145,8733.624,999.999948,30.02,3.00,0.98,30.5,3.05,-0.5,-0.05,368.84,184.42,4
80,Exit short,2023-01-12 09:00,Trailing Stop,0.12304,8000,999.2,13.89,1.39,0.99,24.3,2.43,-1.3,-0.13,382.72,191.36,1
80,Entry short,2023-01-12 05:00,Short Entry,0.1249,8000,999.2,13.89,1.39,0.99,24.3,2.43,-1.3,-0.13,382.72,191.36,1
81,Exit short,2023-01-13 09:00,Trailing Stop,0.12809,7727.975,1000.772763,9.9,0.99,1,20.37,2.03,-15.96,-1.59,392.62,196.31,2
81,Entry short,2023-01-13 01:00,Short Entry,0.1295,7727.975,1000.772763,9.9,0.99,1,20.37,2.03,-15.96,-1.59,392.62,196.31,2
82,Exit short,2023-01-17 13:00,Trailing Stop,0.14394,6906.077,999.3093419,4.25,0.43,1,14.69,1.47,-2.57,-0.26,396.88,198.44,0
82,Entry short,2023-01-17 13:00,Short Entry,0.1447,6906.077,999.3093419,4.25,0.43,1,14.69,1.47,-2.57,-0.26,396.88,198.44,0
83,Exit short,2023-01-21 17:00,Stop Loss,0.14664,6949.27,999.999953,-20.05,-2.00,1.01,5.06,0.51,-19.54,-1.95,376.83,188.41,2
83,Entry short,2023-01-21 09:00,Short Entry,0.1439,6949.27,999.999953,-20.05,-2.00,1.01,5.06,0.51,-19.54,-1.95,376.83,188.41,2
84,Exit short,2023-01-22 21:00,Stop Loss,0.15204,6706.908,1000.670674,-20.06,-2.00,1.01,0.84,0.08,-19.55,-1.95,356.77,178.38,0
84,Entry short,2023-01-22 21:00,Short Entry,0.1492,6706.908,1000.670674,-20.06,-2.00,1.01,0.84,0.08,-19.55,-1.95,356.77,178.38,0
85,Exit short,2023-01-23 13:00,Trailing Stop,0.15111,6600.66,999.99999,1.58,0.16,1,12.04,1.20,-11.06,-1.11,358.34,179.17,0
85,Entry short,2023-01-23 13:00,Short Entry,0.1515,6600.66,999.99999,1.58,0.16,1,12.04,1.20,-11.06,-1.11,358.34,179.17,0
86,Exit short,2023-01-24 09:00,Trailing Stop,0.15384,6480.881,999.9999383,1.98,0.20,1,12.46,1.25,-6.33,-0.63,360.33,180.16,1
86,Entry short,2023-01-24 05:00,Short Entry,0.1543,6480.881,999.9999383,1.98,0.20,1,12.46,1.25,-6.33,-0.63,360.33,180.16,1
87,Exit short,2023-01-24 17:00,Take Profit,0.15213,6369.426,999.999882,30.03,3.00,0.98,30.52,3.05,-1.14,-0.11,390.36,195.18,0
87,Entry short,2023-01-24 17:00,Short Entry,0.157,6369.426,999.999882,30.03,3.00,0.98,30.52,3.05,-1.14,-0.11,390.36,195.18,0
88,Exit short,2023-01-27 21:00,Stop Loss,0.17262,5899.705,999.410027,-20.01,-2.00,1.01,2.45,0.25,-19.5,-1.95,370.35,185.18,0
88,Entry short,2023-01-27 21:00,Short Entry,0.1694,5899.705,999.410027,-20.01,-2.00,1.01,2.45,0.25,-19.5,-1.95,370.35,185.18,0
89,Exit short,2023-01-28 09:00,Trailing Stop,0.1693,5861.664,999.9998784,6.62,0.66,1,17.08,1.71,-4.02,-0.40,376.98,188.49,1
89,Entry short,2023-01-28 05:00,Short Entry,0.1706,5861.664,999.9998784,6.62,0.66,1,17.08,1.71,-4.02,-0.40,376.98,188.49,1
90,Exit short,2023-01-30 05:00,Take Profit,0.17035,5688.282,999.9999756,30.02,3.00,0.98,30.5,3.05,-5.05,-0.50,407,203.50,0
90,Entry short,2023-01-30 05:00,Short Entry,0.1758,5688.282,999.9999756,30.02,3.00,0.98,30.5,3.05,-5.05,-0.50,407,203.50,0
91,Exit short,2023-02-02 21:00,Trailing Stop,0.17535,5694.76,1000.569332,0.99,0.10,1,11.46,1.14,-11.32,-1.13,407.99,203.99,0
