Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
8,Entry long,2022-01-24 13:00,Long Entry,2273.84,0.4397,999.807448,-19.99,-2.00,0.99,0,0.00,-19.5,-1.95,21.89,10.95,0
9,Exit short,2022-02-07 09:00,Stop Loss,3124.36,0.3261,999.85521,-20.01,-2.00,1.01,3.77,0.38,-19.5,-1.95,1.88,0.94,0
9,Entry short,2022-02-07 09:00,Short Entry,3066.1,0.3261,999.85521,-20.01,-2.00,1.01,3.77,0.38,-19.5,-1.95,1.88,0.94,0
10,Exit short,2022-02-08 09:00,Trailing Stop,3043.6,0.3221,999.737201,18.4,1.84,0.99,23.89,2.39,-0.5,-0.05,20.29,10.14,0
10,Entry short,2022-02-08 09:00,Short Entry,3103.81,0.3221,999.737201,18.4,1.84,0.99,23.89,2.39,-0.5,-0.05,20.29,10.14,0
11,Exit short,2022-02-10 01:00,Trailing Stop,3184.21,0.3084,999.768036,16.77,1.68,0.99,22.25,2.22,-2.14,-0.21,37.05,18.53,1
11,Entry short,2022-02-09 21:00,Short Entry,3241.79,0.3084,999.768036,16.77,1.68,0.99,22.25,2.22,-2.14,-0.21,37.05,18.53,1
12,Exit short,2022-02-10 17:00,Trailing Stop,3128.61,0.3116,999.678236,23.82,2.38,0.99,29.3,2.93,-16.87,-1.69,60.87,30.44,1
12,Entry short,2022-02-10 13:00,Short Entry,3208.21,0.3116,999.678236,23.82,2.38,0.99,29.3,2.93,-16.87,-1.69,60.87,30.44,1
13,Exit long,2022-02-22 09:00,Take Profit,2667.41,0.3865,999.9528,29.99,3.00,1.02,30.5,3.05,-9.75,-0.97,90.86,45.43,0
13,Entry long,2022-02-22 09:00,Long Entry,2587.2,0.3865,999.9528,29.99,3.00,1.02,30.5,3.05,-9.75,-0.97,90.86,45.43,0
14,Exit long,2022-02-24 09:00,Stop Loss,2347.94,0.4177,999.731534,-19.99,-2.00,0.99,0,0.00,-19.5,-1.95,70.87,35.43,0
14,Entry long,2022-02-24 09:00,Long Entry,2393.42,0.4177,999.731534,-19.99,-2.00,0.99,0,0.00,-19.5,-1.95,70.87,35.43,0
15,Exit long,2022-03-06 13:00,Trailing Stop,2642.88,0.3808,999.973184,5.43,0.54,1,10.93,1.09,-9.6,-0.96,76.3,38.15,0
15,Entry long,2022-03-06 13:00,Long Entry,2625.98,0.3808,999.973184,5.43,0.54,1,10.93,1.09,-9.6,-0.96,76.3,38.15,0
16,Exit long,2022-03-07 21:00,Take Profit,2567.03,0.4016,999.919744,29.98,3.00,1.02,30.5,3.05,-5.11,-0.51,106.28,53.14,0
16,Entry long,2022-03-07 21:00,Long Entry,2489.84,0.4016,999.919744,29.98,3.00,1.02,30.5,3.05,-5.11,-0.51,106.28,53.14,0
17,Exit short,2022-03-19 17:00,Trailing Stop,2905.34,0.339,999.83982,13.94,1.39,0.99,19.43,1.94,-6.65,-0.66,120.22,60.11,0
17,Entry short,2022-03-19 17:00,Short Entry,2949.38,0.339,999.83982,13.94,1.39,0.99,19.43,1.94,-6.65,-0.66,120.22,60.11,0
18,Exit short,2022-03-22 17:00,Trailing Stop,2971.48,0.3341,999.891139,6.12,0.61,1,11.62,1.16,-12.76,-1.28,126.35,63.17,3
18,Entry short,2022-03-22 05:00,Short Entry,2992.79,0.3341,999.891139,6.12,0.61,1,11.62,1.16,-12.76,-1.28,126.35,63.17,3
19,Exit short,2022-03-23 17:00,Stop Loss,3017.68,0.3376,999.772016,-20.01,-2.00,1.01,0.52,0.05,-19.5,-1.95,106.34,53.17,0
19,Entry short,2022-03-23 17:00,Short Entry,2961.41,0.3376,999.772016,-20.01,-2.00,1.01,0.52,0.05,-19.5,-1.95,106.34,53.17,0
20,Exit short,2022-03-24 09:00,Stop Loss,3074.01,0.3314,999.731066,-20.01,-2.00,1.01,4.7,0.47,-19.5,-1.95,86.33,43.17,2
20,Entry short,2022-03-24 01:00,Short Entry,3016.69,0.3314,999.731066,-20.01,-2.00,1.01,4.7,0.47,-19.5,-1.95,86.33,43.17,2
21,Exit short,2022-03-25 05:00,Stop Loss,3166.29,0.3218,999.91305,-20.01,-2.00,1.01,6.58,0.66,-19.5,-1.95,66.33,33.16,3
21,Entry short,2022-03-24 17:00,Short Entry,3107.25,0.3218,999.91305,-20.01,-2.00,1.01,6.58,0.66,-19.5,-1.95,66.33,33.16,3
22,Exit short,2022-03-25 13:00,Trailing Stop,3090.6,0.3204,999.734508,8.51,0.85,0.99,14,1.40,-6.38,-0.64,74.84,37.42,0
22,Entry short,2022-03-25 13:00,Short Entry,3120.27,0.3204,999.734508,8.51,0.85,0.99,14,1.40,-6.38,-0.64,74.84,37.42,0
23,Exit short,2022-03-29 13:00,Trailing Stop,3384.14,0.294,999.95868,4.02,0.40,1,9.52,0.95,-0.5,-0.05,78.86,39.43,0
23,Entry short,2022-03-29 13:00,Short Entry,3401.22,0.294,999.95868,4.02,0.40,1,9.52,0.95,-0.5,-0.05,78.86,39.43,0
24,Exit short,2022-04-01 21:00,Stop Loss,3519.97,0.2894,999.683102,-20.01,-2.00,1.01,4.13,0.41,-19.5,-1.95,58.86,29.43,0
24,Entry short,2022-04-01 21:00,Short Entry,3454.33,0.2894,999.683102,-20.01,-2.00,1.01,4.13,0.41,-19.5,-1.95,58.86,29.43,0
25,Exit short,2022-04-02 21:00,Trailing Stop,3429.19,0.289,999.93133,7.9,0.79,1,13.39,1.34,-8.14,-0.81,66.76,33.38,2
25,Entry short,2022-04-02 13:00,Short Entry,3459.97,0.289,999.93133,7.9,0.79,1,13.39,1.34,-8.14,-0.81,66.76,33.38,2
26,Exit short,2022-04-03 17:00,Stop Loss,3549.86,0.287,999.81329,-20.01,-2.00,1.01,1.51,0.15,-19.5,-1.95,46.75,23.37,2
26,Entry short,2022-04-03 09:00,Short Entry,3483.67,0.287,999.81329,-20.01,-2.00,1.01,1.51,0.15,-19.5,-1.95,46.75,23.37,2
27,Exit short,2022-04-04 05:00,Trailing Stop,3465.02,0.2866,999.655068,5.58,0.56,1,11.08,1.11,-6.88,-0.69,52.33,26.17,1
27,Entry short,2022-04-04 01:00,Short Entry,3487.98,0.2866,999.655068,5.58,0.56,1,11.08,1.11,-6.88,-0.69,52.33,26.17,1
28,Exit short,2022-04-05 13:00,Trailing Stop,3454.58,0.2839,999.966775,18.22,1.82,0.99,23.71,2.37,-9.79,-0.98,70.56,35.28,1
28,Entry short,2022-04-05 09:00,Short Entry,3522.25,0.2839,999.966775,18.22,1.82,0.99,23.71,2.37,-9.79,-0.98,70.56,35.28,1
29,Exit long,2022-04-11 17:00,Stop Loss,2945.84,0.333,999.9657,-19.99,-2.00,0.99,4.55,0.45,-19.5,-1.95,50.56,25.28,0
29,Entry long,2022-04-11 17:00,Long Entry,3002.9,0.333,999.9657,-19.99,-2.00,0.99,4.55,0.45,-19.5,-1.95,50.56,25.28,0
30,Exit long,2022-04-12 05:00,Trailing Stop,3011.24,0.3353,999.737186,8.93,0.89,1,14.43,1.44,-4.75,-0.48,59.49,29.75,1
30,Entry long,2022-04-12 01:00,Long Entry,2981.62,0.3353,999.737186,8.93,0.89,1,14.43,1.44,-4.75,-0.48,59.49,29.75,1
31,Exit long,2022-04-12 21:00,Trailing Stop,3050.67,0.3304,999.892824,7.04,0.70,1,12.55,1.25,-7.81,-0.78,66.54,33.27,0
31,Entry long,2022-04-12 21:00,Long Entry,3026.31,0.3304,999.892824,7.04,0.70,1,12.55,1.25,-7.81,-0.78,66.54,33.27,0
32,Exit long,2022-04-18 09:00,Trailing Stop,2936.98,0.3436,999.728252,8.41,0.84,1,13.91,1.39,-2.77,-0.28,74.95,37.47,0
32,Entry long,2022-04-18 09:00,Long Entry,2909.57,0.3436,999.728252,8.41,0.84,1,13.91,1.39,-2.77,-0.28,74.95,37.47,0
33,Exit long,2022-04-27 05:00,Trailing Stop,2874.71,0.3528,999.933984,13.26,1.33,1.01,18.76,1.88,-2.19,-0.22,88.21,44.10,1
33,Entry long,2022-04-27 01:00,Long Entry,2834.28,0.3528,999.933984,13.26,1.33,1.01,18.76,1.88,-2.19,-0.22,88.21,44.10,1
34,Exit long,2022-04-30 17:00,Stop Loss,2761.88,0.3551,999.741438,-19.99,-2.00,0.99,8.61,0.86,-19.5,-1.95,68.22,34.11,5
34,Entry long,2022-04-29 21:00,Long Entry,2815.38,0.3551,999.741438,-19.99,-2.00,0.99,8.61,0.86,-19.5,-1.95,68.22,34.11,5
35,Exit long,2022-05-01 09:00,Trailing Stop,2804.65,0.3603,999.731616,9.78,0.98,1.01,15.28,1.53,-9.08,-0.91,78,39.00,2
35,Entry long,2022-05-01 01:00,Long Entry,2774.72,0.3603,999.731616,9.78,0.98,1.01,15.28,1.53,-9.08,-0.91,78,39.00,2
36,Exit long,2022-05-07 17:00,Stop Loss,2635.99,0.3721,999.851305,-19.99,-2.00,0.99,8.82,0.88,-19.5,-1.95,58.01,29.00,7
36,Entry long,2022-05-06 13:00,Long Entry,2687.05,0.3721,999.851305,-19.99,-2.00,0.99,8.82,0.88,-19.5,-1.95,58.01,29.00,7
37,Exit long,2022-05-08 17:00,Stop Loss,2512.29,0.3904,999.79488,-19.99,-2.00,0.99,0.73,0.07,-19.5,-1.95,38.02,19.01,0
37,Entry long,2022-05-08 17:00,Long Entry,2560.95,0.3904,999.79488,-19.99,-2.00,0.99,0.73,0.07,-19.5,-1.95,38.02,19.01,0
38,Exit long,2022-05-12 09:00,Stop Loss,1912.26,0.513,999.9909,-19.99,-2.00,0.99,0,0.00,-19.5,-1.95,18.03,9.01,0
38,Entry long,2022-05-12 09:00,Long Entry,1949.3,0.513,999.9909,-19.99,-2.00,0.99,0,0.00,-19.5,-1.95,18.03,9.01,0
39,Exit long,2022-05-27 09:00,Trailing Stop,1813,0.5648,999.955808,23.01,2.30,1.01,28.53,2.85,-9.25,-0.93,41.04,20.52,0
39,Entry long,2022-05-27 09:00,Long Entry,1770.46,0.5648,999.955808,23.01,2.30,1.01,28.53,2.85,-9.25,-0.93,41.04,20.52,0
40,Exit long,2022-06-12 05:00,Trailing Stop,1479.61,0.6801,999.95103,5.33,0.53,1,10.83,1.08,-0.5,-0.05,46.37,23.19,0
40,Entry long,2022-06-12 05:00,Long Entry,1470.3,0.6801,999.95103,5.33,0.53,1,10.83,1.08,-0.5,-0.05,46.37,23.19,0
41,Exit long,2022-06-13 13:00,Take Profit,1267.42,0.8135,1000.043685,29.99,3.00,1.02,30.5,3.05,-17.62,-1.76,76.36,38.18,0
41,Entry long,2022-06-13 13:00,Long Entry,1229.31,0.8135,1000.043685,29.99,3.00,1.02,30.5,3.05,-17.62,-1.76,76.36,38.18,0
42,Exit long,2022-06-14 05:00,Stop Loss,1216.66,0.8063,999.997449,-19.99,-2.00,0.99,2.13,0.21,-19.5,-1.95,56.36,28.18,0
42,Entry long,2022-06-14 05:00,Long Entry,1240.23,0.8063,999.997449,-19.99,-2.00,0.99,2.13,0.21,-19.5,-1.95,56.36,28.18,0
43,Exit long,2022-06-15 09:00,Stop Loss,1098.21,0.8932,999.928468,-20,-2.00,0.99,0,0.00,-19.51,-1.95,36.36,18.18,0
43,Entry long,2022-06-15 09:00,Long Entry,1119.49,0.8932,999.928468,-20,-2.00,0.99,0,0.00,-19.51,-1.95,36.36,18.18,0
44,Exit long,2022-06-17 01:00,Take Profit,1104.1,0.9337,999.89933,29.98,3.00,1.02,30.5,3.05,-3.99,-0.40,66.35,33.17,0
44,Entry long,2022-06-17 01:00,Long Entry,1070.9,0.9337,999.89933,29.98,3.00,1.02,30.5,3.05,-3.99,-0.40,66.35,33.17,0
45,Exit long,2022-06-18 13:00,Stop Loss,985.38,0.9955,999.949885,-19.99,-2.00,0.99,3.11,0.31,-19.5,-1.95,46.35,23.18,1
45,Entry long,2022-06-18 09:00,Long Entry,1004.47,0.9955,999.949885,-19.99,-2.00,0.99,3.11,0.31,-19.5,-1.95,46.35,23.18,1
46,Exit long,2022-06-18 21:00,Trailing Stop,1004.11,1.0059,999.955131,9.07,0.91,1,14.58,1.46,-0.5,-0.05,55.43,27.71,0
46,Entry long,2022-06-18 21:00,Long Entry,994.09,1.0059,999.955131,9.07,0.91,1,14.58,1.46,-0.5,-0.05,55.43,27.71,0
47,Exit short,2022-06-26 05:00,Stop Loss,1255.98,0.8113,999.975928,-20.01,-2.00,1.01,0.34,0.03,-19.5,-1.95,35.42,17.71,1
47,Entry short,2022-06-26 01:00,Short Entry,1232.56,0.8113,999.975928,-20.01,-2.00,1.01,0.34,0.03,-19.5,-1.95,35.42,17.71,1
48,Exit short,2022-06-26 13:00,Trailing Stop,1215.31,0.8179,999.940003,4.94,0.49,1,10.44,1.04,-8.72,-0.87,40.36,20.18,0
48,Entry short,2022-06-26 13:00,Short Entry,1222.57,0.8179,999.940003,4.94,0.49,1,10.44,1.04,-8.72,-0.87,40.36,20.18,0
49,Exit short,2022-07-07 01:00,Trailing Stop,1168.8,0.8503,999.901782,5.07,0.51,1,10.56,1.06,-2.2,-0.22,45.43,22.72,0
49,Entry short,2022-07-07 01:00,Short Entry,1175.94,0.8503,999.901782,5.07,0.51,1,10.56,1.06,-2.2,-0.22,45.43,22.72,0
50,Exit short,2022-07-08 05:00,Trailing Stop,1210.28,0.8059,999.984897,23.63,2.36,0.99,29.12,2.91,-3.41,-0.34,69.07,34.53,0
50,Entry short,2022-07-08 05:00,Short Entry,1240.83,0.8059,999.984897,23.63,2.36,0.99,29.12,2.91,-3.41,-0.34,69.07,34.53,0
51,Exit long,2022-07-13 05:00,Trailing Stop,1066.75,0.9509,999.985458,13.38,1.34,1.01,18.88,1.89,-3.63,-0.36,82.45,41.22,1
51,Entry long,2022-07-13 01:00,Long Entry,1051.62,0.9509,999.985458,13.38,1.34,1.01,18.88,1.89,-3.63,-0.36,82.45,41.22,1
52,Exit short,2022-07-17 05:00,Trailing Stop,1343.36,0.7392,999.871488,5.86,0.59,1,11.36,1.14,-18.29,-1.83,88.31,44.15,1
52,Entry short,2022-07-17 01:00,Short Entry,1352.64,0.7392,999.871488,5.86,0.59,1,11.36,1.14,-18.29,-1.83,88.31,44.15,1
53,Exit short,2022-07-17 13:00,Stop Loss,1376.66,0.7401,999.867699,-20.01,-2.00,1.01,0,0.00,-19.5,-1.95,68.3,34.15,0
53,Entry short,2022-07-17 13:00,Short Entry,1350.99,0.7401,999.867699,-20.01,-2.00,1.01,0,0.00,-19.5,-1.95,68.3,34.15,0
54,Exit short,2022-07-19 01:00,Trailing Stop,1500.14,0.6597,999.861111,9.22,0.92,0.99,14.71,1.47,-0.5,-0.05,77.52,38.76,0
54,Entry short,2022-07-19 01:00,Short Entry,1515.63,0.6597,999.861111,9.22,0.92,0.99,14.71,1.47,-0.5,-0.05,77.52,38.76,0
55,Exit short,2022-07-20 13:00,Take Profit,1546.35,0.6266,999.947078,30.02,3.00,0.98,30.5,3.05,-1.11,-0.11,107.54,53.77,0
55,Entry short,2022-07-20 13:00,Short Entry,1595.83,0.6266,999.947078,30.02,3.00,0.98,30.5,3.05,-1.11,-0.11,107.54,53.77,0
56,Exit short,2022-07-22 13:00,Take Profit,1525.3,0.6352,999.86832,30.01,3.00,0.98,30.5,3.05,-12.16,-1.22,137.56,68.78,0
56,Entry short,2022-07-22 13:00,Short Entry,1574.1,0.6352,999.86832,30.01,3.00,0.98,30.5,3.05,-12.16,-1.22,137.56,68.78,0
57,Exit short,2022-07-28 05:00,Trailing Stop,1608.1,0.6177,999.883344,5.56,0.56,1,11.06,1.11,-0.5,-0.05,143.12,71.56,0
57,Entry short,2022-07-28 05:00,Short Entry,1618.72,0.6177,999.883344,5.56,0.56,1,11.06,1.11,-0.5,-0.05,143.12,71.56,0
58,Exit short,2022-07-28 17:00,Stop Loss,1758.68,0.5794,999.974872,-20.01,-2.00,1.01,8.12,0.81,-19.5,-1.95,123.11,61.55,0
58,Entry short,2022-07-28 17:00,Short Entry,1725.88,0.5794,999.974872,-20.01,-2.00,1.01,8.12,0.81,-19.5,-1.95,123.11,61.55,0
59,Exit short,2022-07-30 17:00,Trailing Stop,1679.45,0.5912,999.867,5.98,0.60,1,11.47,1.15,-10.58,-1.06,129.09,64.54,0
59,Entry short,2022-07-30 17:00,Short Entry,1691.25,0.5912,999.867,5.98,0.60,1,11.47,1.15,-10.58,-1.06,129.09,64.54,0
60,Exit short,2022-08-06 05:00,Trailing Stop,1722.57,0.5764,999.984832,6.1,0.61,1,11.59,1.16,-2.58,-0.26,135.19,67.59,1
60,Entry short,2022-08-06 01:00,Short Entry,1734.88,0.5764,999.984832,6.1,0.61,1,11.59,1.16,-2.58,-0.26,135.19,67.59,1
61,Exit short,2022-08-10 17:00,Stop Loss,1852.68,0.55,999.9715,-20.01,-2.00,1.01,0,0.00,-19.5,-1.95,115.17,57.59,0
61,Entry short,2022-08-10 17:00,Short Entry,1818.13,0.55,999.9715,-20.01,-2.00,1.01,0,0.00,-19.5,-1.95,115.17,57.59,0
62,Exit short,2022-08-11 05:00,Stop Loss,1913.4,0.5325,999.8859,-20.01,-2.00,1.01,2.26,0.23,-19.5,-1.95,95.17,47.58,0
62,Entry short,2022-08-11 05:00,Short Entry,1877.72,0.5325,999.8859,-20.01,-2.00,1.01,2.26,0.23,-19.5,-1.95,95.17,47.58,0
63,Exit short,2022-08-11 17:00,Trailing Stop,1875.52,0.5293,999.969439,6.26,0.63,1,11.75,1.17,-10.06,-1.01,101.43,50.71,1
63,Entry short,2022-08-11 13:00,Short Entry,1889.23,0.5293,999.969439,6.26,0.63,1,11.75,1.17,-10.06,-1.01,101.43,50.71,1
64,Exit short,2022-08-12 05:00,Trailing Stop,1861.43,0.5297,999.994145,13,1.30,0.99,18.49,1.85,-8.59,-0.86,114.43,57.21,0
64,Entry short,2022-08-12 05:00,Short Entry,1887.85,0.5297,999.994145,13,1.30,0.99,18.49,1.85,-8.59,-0.86,114.43,57.21,0
65,Exit short,2022-08-14 09:00,Trailing Stop,1977.95,0.5027,999.840138,4.53,0.45,1,10.02,1.00,-1.2,-0.12,118.95,59.48,0
65,Entry short,2022-08-14 09:00,Short Entry,1988.94,0.5027,999.840138,4.53,0.45,1,10.02,1.00,-1.2,-0.12,118.95,59.48,0
66,Exit long,2022-08-20 21:00,Trailing Stop,1595.47,0.6349,999.916708,12.04,1.20,1.01,17.54,1.75,-2.23,-0.22,131,65.50,0
66,Entry long,2022-08-20 21:00,Long Entry,1574.92,0.6349,999.916708,12.04,1.20,1.01,17.54,1.75,-2.23,-0.22,131,65.50,0
67,Exit long,2022-08-22 13:00,Trailing Stop,1592.82,0.638,999.86722,15.34,1.53,1.01,20.85,2.08,-12.85,-1.28,146.34,73.17,1
67,Entry long,2022-08-22 09:00,Long Entry,1567.19,0.638,999.86722,15.34,1.53,1.01,20.85,2.08,-12.85,-1.28,146.34,73.17,1
68,Exit long,2022-08-27 09:00,Stop Loss,1478.35,0.6635,999.887865,-19.99,-2.00,0.99,2.41,0.24,-19.5,-1.95,126.35,63.17,1
68,Entry long,2022-08-27 05:00,Long Entry,1506.99,0.6635,999.887865,-19.99,-2.00,0.99,2.41,0.24,-19.5,-1.95,126.35,63.17,1
69,Exit long,2022-08-27 17:00,Trailing Stop,1491.49,0.6764,999.908592,7.93,0.79,1,13.43,1.34,-0.5,-0.05,134.28,67.14,0
69,Entry long,2022-08-27 17:00,Long Entry,1478.28,0.6764,999.908592,7.93,0.79,1,13.43,1.34,-0.5,-0.05,134.28,67.14,0
70,Exit long,2022-08-29 09:00,Take Profit,1500.68,0.687,999.96285,29.99,3.00,1.02,30.5,3.05,-12.71,-1.27,164.27,82.13,2
70,Entry long,2022-08-29 01:00,Long Entry,1455.55,0.687,999.96285,29.99,3.00,1.02,30.5,3.05,-12.71,-1.27,164.27,82.13,2
71,Exit short,2022-09-09 09:00,Stop Loss,1731.63,0.5884,999.891656,-20.01,-2.00,1.01,0.38,0.04,-19.5,-1.95,144.26,72.13,0
71,Entry short,2022-09-09 09:00,Short Entry,1699.34,0.5884,999.891656,-20.01,-2.00,1.01,0.38,0.04,-19.5,-1.95,144.26,72.13,0
72,Exit short,2022-09-10 17:00,Stop Loss,1750.13,0.5822,999.922678,-20.01,-2.00,1.01,6.77,0.68,-19.5,-1.95,124.24,62.12,5
72,Entry short,2022-09-09 21:00,Short Entry,1717.49,0.5822,999.922678,-20.01,-2.00,1.01,6.77,0.68,-19.5,-1.95,124.24,62.12,5
73,Exit short,2022-09-11 01:00,Trailing Stop,1750.69,0.5683,999.946582,4.03,0.40,1,9.52,0.95,-5.02,-0.50,128.28,64.14,0
73,Entry short,2022-09-11 01:00,Short Entry,1759.54,0.5683,999.946582,4.03,0.40,1,9.52,0.95,-5.02,-0.50,128.28,64.14,0
74,Exit long,2022-09-15 17:00,Stop Loss,1468.22,0.6681,999.918546,-19.99,-2.00,0.99,7.76,0.78,-19.5,-1.95,108.29,54.14,0
74,Entry long,2022-09-15 17:00,Long Entry,1496.66,0.6681,999.918546,-19.99,-2.00,0.99,7.76,0.78,-19.5,-1.95,108.29,54.14,0
75,Exit long,2022-09-16 05:00,Stop Loss,1444.63,0.679,999.90219,-19.99,-2.00,0.99,5.94,0.59,-19.5,-1.95,88.3,44.15,1
75,Entry long,2022-09-16 01:00,Long Entry,1472.61,0.679,999.90219,-19.99,-2.00,0.99,5.94,0.59,-19.5,-1.95,88.3,44.15,1
76,Exit long,2022-09-16 09:00,Trailing Stop,1470.85,0.6941,999.864932,20.04,2.00,1.01,25.55,2.55,0,0.00,108.34,54.17,1
76,Entry long,2022-09-16 05:00,Long Entry,1440.52,0.6941,999.864932,20.04,2.00,1.01,25.55,2.55,0,0.00,108.34,54.17,1
77,Exit long,2022-09-17 13:00,Trailing Stop,1467.94,0.6928,999.959808,16.02,1.60,1.01,21.52,2.15,-2.02,-0.20,124.36,62.18,0
77,Entry long,2022-09-17 13:00,Long Entry,1443.36,0.6928,999.959808,16.02,1.60,1.01,21.52,2.15,-2.02,-0.20,124.36,62.18,0
78,Exit long,2022-09-22 05:00,Take Profit,1301.13,0.7923,999.8826,29.99,3.00,1.02,30.5,3.05,-7.46,-0.75,154.35,77.17,1
78,Entry long,2022-09-22 01:00,Long Entry,1262,0.7923,999.8826,29.99,3.00,1.02,30.5,3.05,-7.46,-0.75,154.35,77.17,1
79,Exit long,2022-10-13 13:00,Trailing Stop,1288.21,0.796,999.95112,24.45,2.44,1.01,29.96,2.99,-5.18,-0.52,178.8,89.40,0
79,Entry long,2022-10-13 13:00,Long Entry,1256.22,0.796,999.95112,24.45,2.44,1.01,29.96,2.99,-5.18,-0.52,178.8,89.40,0
80,Exit short,2022-10-26 17:00,Trailing Stop,1549.81,0.6394,999.976842,8.03,0.80,1,13.52,1.35,-13.96,-1.40,186.83,93.42,0
80,Entry short,2022-10-26 17:00,Short Entry,1563.93,0.6394,999.976842,8.03,0.80,1,13.52,1.35,-13.96,-1.40,186.83,93.42,0
81,Exit short,2022-10-29 17:00,Trailing Stop,1610.11,0.6162,999.975522,6.83,0.68,1,12.32,1.23,-6,-0.60,193.66,96.83,0
81,Entry short,2022-10-29 17:00,Short Entry,1622.81,0.6162,999.975522,6.83,0.68,1,12.32,1.23,-6,-0.60,193.66,96.83,0
82,Exit short,2022-11-05 09:00,Trailing Stop,1631,0.6082,999.929456,6.96,0.70,1,12.45,1.24,-14.32,-1.43,200.62,100.31,3
82,Entry short,2022-11-04 21:00,Short Entry,1644.08,0.6082,999.929456,6.96,0.70,1,12.45,1.24,-14.32,-1.43,200.62,100.31,3
83,Exit long,2022-11-10 01:00,Trailing Stop,1200.05,0.8528,999.916528,22.47,2.25,1.01,27.98,2.80,-13.2,-1.32,223.09,111.55,0
83,Entry long,2022-11-10 01:00,Long Entry,1172.51,0.8528,999.916528,22.47,2.25,1.01,27.98,2.80,-13.2,-1.32,223.09,111.55,0
84,Exit long,2022-11-22 21:00,Take Profit,1169.96,0.8812,999.968136,29.99,3.00,1.02,30.5,3.05,-18.77,-1.88,253.08,126.54,2
84,Entry long,2022-11-22 13:00,Long Entry,1134.78,0.8812,999.968136,29.99,3.00,1.02,30.5,3.05,-18.77,-1.88,253.08,126.54,2
85,Exit short,2022-12-03 05:00,Trailing Stop,1264.92,0.7781,999.912967,14.69,1.47,0.99,20.17,2.02,-3.95,-0.39,267.77,133.88,1
85,Entry short,2022-12-03 01:00,Short Entry,1285.07,0.7781,999.912967,14.69,1.47,0.99,20.17,2.02,-3.95,-0.39,267.77,133.88,1
86,Exit short,2022-12-05 09:00,Trailing Stop,1264.47,0.7725,999.993525,22.2,2.22,0.99,27.69,2.77,-0.6,-0.06,289.97,144.98,0
86,Entry short,2022-12-05 09:00,Short Entry,1294.49,0.7725,999.993525,22.2,2.22,0.99,27.69,2.77,-0.6,-0.06,289.97,144.98,0
87,Exit long,2022-12-30 21:00,Trailing Stop,1197.05,0.8399,999.90095,4.5,0.45,1,10,1.00,-9.32,-0.93,294.47,147.23,3
