Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
310,Exit long,2025-06-21 09:00,Trailing Stop,141.13,7.141,999.81141,6.99,0.70,1,17.5,1.75,-4.57,-0.46,769.02,384.51,3
310,Entry long,2025-06-20 21:00,Long Entry,140.01,7.141,999.81141,6.99,0.70,1,17.5,1.75,-4.57,-0.46,769.02,384.51,3
311,Exit short,2025-07-14 13:00,Trailing Stop,164.66,6.005,999.8325,10.05,1.01,0.99,20.52,2.05,-13.35,-1.33,779.08,389.54,1
311,Entry short,2025-07-14 09:00,Short Entry,166.5,6.005,999.8325,10.05,1.01,0.99,20.52,2.05,-13.35,-1.33,779.08,389.54,1
312,Exit short,2025-07-17 01:00,Trailing Stop,170.44,5.759,1000.05035,17.5,1.75,0.99,27.95,2.79,-7.76,-0.78,796.57,398.29,1
312,Entry short,2025-07-16 21:00,Short Entry,173.65,5.759,1000.05035,17.5,1.75,0.99,27.95,2.79,-7.76,-0.78,796.57,398.29,1
313,Exit short,2025-07-17 13:00,Trailing Stop,172.89,5.744,999.91552,5.84,0.58,1,16.33,1.63,-7.85,-0.78,802.41,401.21,0
313,Entry short,2025-07-17 13:00,Short Entry,174.08,5.744,999.91552,5.84,0.58,1,16.33,1.63,-7.85,-0.78,802.41,401.21,0
314,Exit short,2025-07-18 09:00,Stop Loss,181.93,5.601,999.94653,-20.05,-2.00,1.01,0,0.00,-19.54,-1.95,782.36,391.18,0
314,Entry short,2025-07-18 09:00,Short Entry,178.53,5.601,999.94653,-20.05,-2.00,1.01,0,0.00,-19.54,-1.95,782.36,391.18,0
315,Exit short,2025-07-20 21:00,Trailing Stop,179.99,5.512,999.98704,6.89,0.69,1,17.36,1.74,-0.5,-0.05,789.25,394.62,0
315,Entry short,2025-07-20 21:00,Short Entry,181.42,5.512,999.98704,6.89,0.69,1,17.36,1.74,-0.5,-0.05,789.25,394.62,0
316,Exit short,2025-07-22 05:00,Trailing Stop,196.01,5.047,999.8107,9.55,0.96,0.99,20.04,2.00,-11.5,-1.15,798.8,399.40,0
316,Entry short,2025-07-22 05:00,Short Entry,198.1,5.047,999.8107,9.55,0.96,0.99,20.04,2.00,-11.5,-1.15,798.8,399.40,0
