Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
57,Entry long,2022-09-22 01:00,Long Entry,73.4,13.623,999.9282,30.04,3.00,1.02,30.56,3.05,-3.63,-0.36,346.17,173.09,1
58,Exit long,2022-10-10 17:00,Stop Loss,73.44,13.354,999.81398,-20.09,-2.01,0.99,0.3,0.03,-19.6,-1.96,326.09,163.04,0
58,Entry long,2022-10-10 17:00,Long Entry,74.87,13.354,999.81398,-20.09,-2.01,0.99,0.3,0.03,-19.6,-1.96,326.09,163.04,0
59,Exit short,2022-10-24 01:00,Trailing Stop,86.78,11.414,999.75226,8.25,0.82,1,13.65,1.37,-3.47,-0.35,334.34,167.17,0
59,Entry short,2022-10-24 01:00,Short Entry,87.59,11.414,999.75226,8.25,0.82,1,13.65,1.37,-3.47,-0.35,334.34,167.17,0
60,Exit short,2022-11-05 21:00,Take Profit,93.3,10.385,999.97165,30.07,3.01,0.98,30.55,3.05,-1.33,-0.13,364.4,182.20,0
60,Entry short,2022-11-05 21:00,Short Entry,96.29,10.385,999.97165,30.07,3.01,0.98,30.55,3.05,-1.33,-0.13,364.4,182.20,0
61,Exit long,2022-11-12 21:00,Take Profit,59.86,17.232,1000.48992,30,3.00,1.02,30.52,3.05,-13.08,-1.31,394.4,197.20,0
61,Entry long,2022-11-12 21:00,Long Entry,58.06,17.232,1000.48992,30,3.00,1.02,30.52,3.05,-13.08,-1.31,394.4,197.20,0
62,Exit long,2022-11-14 05:00,Trailing Stop,59.22,17.271,999.9909,21.79,2.18,1.01,27.13,2.71,-4.82,-0.48,416.19,208.10,0
62,Entry long,2022-11-14 05:00,Long Entry,57.9,17.271,999.9909,21.79,2.18,1.01,27.13,2.71,-4.82,-0.48,416.19,208.10,0
63,Exit long,2022-11-22 13:00,Take Profit,56.36,18.291,999.78606,30.08,3.01,1.02,30.59,3.06,-0.5,-0.05,446.27,223.13,0
63,Entry long,2022-11-22 13:00,Long Entry,54.66,18.291,999.78606,30.08,3.01,1.02,30.59,3.06,-0.5,-0.05,446.27,223.13,0
64,Exit short,2022-11-30 09:00,Stop Loss,64.47,15.807,999.95082,-20.14,-2.01,1.01,7.88,0.79,-19.63,-1.96,426.13,213.07,1
64,Entry short,2022-11-30 05:00,Short Entry,63.26,15.807,999.95082,-20.14,-2.01,1.01,7.88,0.79,-19.63,-1.96,426.13,213.07,1
65,Exit short,2022-12-03 05:00,Trailing Stop,63.92,15.401,999.98693,14.56,1.46,0.99,19.98,2.00,-1.27,-0.13,440.7,220.35,1
65,Entry short,2022-12-03 01:00,Short Entry,64.93,15.401,999.98693,14.56,1.46,0.99,19.98,2.00,-1.27,-0.13,440.7,220.35,1
66,Exit short,2022-12-05 09:00,Trailing Stop,64.43,15.14,1000.2998,23.84,2.38,0.99,29.33,2.93,-0.95,-0.10,464.54,232.27,0
66,Entry short,2022-12-05 09:00,Short Entry,66.07,15.14,1000.2998,23.84,2.38,0.99,29.33,2.93,-0.95,-0.10,464.54,232.27,0
67,Exit long,2022-12-20 05:00,Trailing Stop,56,18.204,1000.12776,18.29,1.83,1.01,23.71,2.37,-1.59,-0.16,482.82,241.41,1
67,Entry long,2022-12-20 01:00,Long Entry,54.94,18.204,1000.12776,18.29,1.83,1.01,23.71,2.37,-1.59,-0.16,482.82,241.41,1
68,Exit short,2022-12-28 01:00,Trailing Stop,55.69,17.699,999.9935,13.34,1.33,0.99,18.79,1.88,-2.98,-0.30,496.17,248.08,0
68,Entry short,2022-12-28 01:00,Short Entry,56.5,17.699,999.9935,13.34,1.33,0.99,18.79,1.88,-2.98,-0.30,496.17,248.08,0
69,Exit long,2022-12-30 09:00,Stop Loss,52.86,18.552,999.76728,-20.1,-2.01,0.99,0.61,0.06,-19.61,-1.96,476.07,238.03,0
69,Entry long,2022-12-30 09:00,Long Entry,53.89,18.552,999.76728,-20.1,-2.01,0.99,0.61,0.06,-19.61,-1.96,476.07,238.03,0
70,Exit long,2023-01-01 17:00,Trailing Stop,52.16,19.282,999.96452,4.78,0.48,1,10.11,1.01,-9.37,-0.94,480.85,240.43,2
70,Entry long,2023-01-01 09:00,Long Entry,51.86,19.282,999.96452,4.78,0.48,1,10.11,1.01,-9.37,-0.94,480.85,240.43,2
71,Exit short,2023-01-08 13:00,Trailing Stop,57.67,17.158,1000.13982,9.64,0.96,0.99,15.11,1.51,-3.76,-0.38,490.49,245.25,0
71,Entry short,2023-01-08 13:00,Short Entry,58.29,17.158,1000.13982,9.64,0.96,0.99,15.11,1.51,-3.76,-0.38,490.49,245.25,0
72,Exit short,2023-01-10 21:00,Trailing Stop,60.88,16.165,999.9669,14.85,1.48,0.99,20.19,2.02,-5.51,-0.55,505.34,252.67,0
72,Entry short,2023-01-10 21:00,Short Entry,61.86,16.165,999.9669,14.85,1.48,0.99,20.19,2.02,-5.51,-0.55,505.34,252.67,0
73,Exit short,2023-01-12 09:00,Trailing Stop,64.32,15.246,1000.1376,18.52,1.85,0.99,23.89,2.39,-0.5,-0.05,523.87,261.93,0
73,Entry short,2023-01-12 09:00,Short Entry,65.6,15.246,1000.1376,18.52,1.85,0.99,23.89,2.39,-0.5,-0.05,523.87,261.93,0
74,Exit short,2023-01-12 21:00,Trailing Stop,66.94,14.755,999.94635,11.25,1.12,0.99,16.62,1.66,-8.91,-0.89,535.12,267.56,0
74,Entry short,2023-01-12 21:00,Short Entry,67.77,14.755,999.94635,11.25,1.12,0.99,16.62,1.66,-8.91,-0.89,535.12,267.56,0
75,Exit short,2023-01-13 09:00,Trailing Stop,66.99,14.734,999.84924,11.83,1.18,0.99,17.18,1.72,-9.19,-0.92,546.95,273.47,0
75,Entry short,2023-01-13 09:00,Short Entry,67.86,14.734,999.84924,11.83,1.18,0.99,17.18,1.72,-9.19,-0.92,546.95,273.47,0
76,Exit short,2023-01-15 17:00,Trailing Stop,78.95,12.476,999.82664,13.85,1.38,0.99,19.34,1.93,-12.85,-1.28,560.8,280.40,0
76,Entry short,2023-01-15 17:00,Short Entry,80.14,12.476,999.82664,13.85,1.38,0.99,19.34,1.93,-12.85,-1.28,560.8,280.40,0
77,Exit short,2023-01-17 05:00,Stop Loss,83.24,12.245,1000.1716,-20.11,-2.01,1.01,6.11,0.61,-19.6,-1.96,540.69,270.34,0
77,Entry short,2023-01-17 05:00,Short Entry,81.68,12.245,1000.1716,-20.11,-2.01,1.01,6.11,0.61,-19.6,-1.96,540.69,270.34,0
78,Exit short,2023-01-17 17:00,Trailing Stop,84.93,11.59,1000.1011,14.77,1.48,0.99,20.25,2.02,-0.5,-0.05,555.46,277.73,0
78,Entry short,2023-01-17 17:00,Short Entry,86.29,11.59,1000.1011,14.77,1.48,0.99,20.25,2.02,-0.5,-0.05,555.46,277.73,0
79,Exit short,2023-01-22 17:00,Take Profit,84.47,11.469,999.86742,30.1,3.01,0.98,30.58,3.06,-1.3,-0.13,585.56,292.78,0
79,Entry short,2023-01-22 17:00,Short Entry,87.18,11.469,999.86742,30.1,3.01,0.98,30.58,3.06,-1.3,-0.13,585.56,292.78,0
80,Exit short,2023-01-23 13:00,Stop Loss,87.4,11.659,999.99243,-20.01,-2.00,1.01,5.56,0.56,-19.5,-1.95,565.54,282.77,0
80,Entry short,2023-01-23 13:00,Short Entry,85.77,11.659,999.99243,-20.01,-2.00,1.01,5.56,0.56,-19.5,-1.95,565.54,282.77,0
81,Exit short,2023-01-24 05:00,Take Profit,85.26,11.364,999.91836,30.04,3.00,0.98,30.52,3.05,-5.73,-0.57,595.58,297.79,0
81,Entry short,2023-01-24 05:00,Short Entry,87.99,11.364,999.91836,30.04,3.00,0.98,30.52,3.05,-5.73,-0.57,595.58,297.79,0
82,Exit short,2023-01-27 01:00,Stop Loss,87.73,11.615,999.93535,-20.06,-2.00,1.01,1.82,0.18,-19.55,-1.95,575.52,287.76,0
82,Entry short,2023-01-27 01:00,Short Entry,86.09,11.615,999.93535,-20.06,-2.00,1.01,1.82,0.18,-19.55,-1.95,575.52,287.76,0
83,Exit short,2023-02-18 17:00,Stop Loss,91.42,11.145,999.81795,-20.07,-2.01,1.01,8.64,0.86,-19.56,-1.96,555.46,277.73,0
83,Entry short,2023-02-18 17:00,Short Entry,89.71,11.145,999.81795,-20.07,-2.01,1.01,8.64,0.86,-19.56,-1.96,555.46,277.73,0
84,Exit short,2023-02-19 05:00,Trailing Stop,89.66,11.046,1000.10484,8.73,0.87,1,14.19,1.42,-14.42,-1.44,564.18,282.09,1
84,Entry short,2023-02-19 01:00,Short Entry,90.54,11.046,1000.10484,8.73,0.87,1,14.19,1.42,-14.42,-1.44,564.18,282.09,1
85,Exit short,2023-02-19 17:00,Trailing Stop,89.64,11.053,999.85438,8.07,0.81,1,13.54,1.35,-8.24,-0.82,572.25,286.12,0
85,Entry short,2023-02-19 17:00,Short Entry,90.46,11.053,999.85438,8.07,0.81,1,13.54,1.35,-8.24,-0.82,572.25,286.12,0
86,Exit long,2023-02-24 21:00,Trailing Stop,83.19,12.265,999.8428,19.47,1.95,1.01,24.89,2.49,-11.17,-1.12,591.72,295.86,0
86,Entry long,2023-02-24 21:00,Long Entry,81.52,12.265,999.8428,19.47,1.95,1.01,24.89,2.49,-11.17,-1.12,591.72,295.86,0
87,Exit long,2023-02-25 09:00,Stop Loss,79.52,12.333,999.83631,-20.11,-2.01,0.99,4.31,0.43,-19.62,-1.96,571.61,285.81,1
87,Entry long,2023-02-25 05:00,Long Entry,81.07,12.333,999.83631,-20.11,-2.01,0.99,4.31,0.43,-19.62,-1.96,571.61,285.81,1
88,Exit long,2023-02-28 13:00,Trailing Stop,79.16,12.706,999.9622,4.84,0.48,1,10.3,1.03,-6.22,-0.62,576.46,288.23,1
88,Entry long,2023-02-28 09:00,Long Entry,78.7,12.706,999.9622,4.84,0.48,1,10.3,1.03,-6.22,-0.62,576.46,288.23,1
